"Begin Time - hh:mm:ss.ms","Begin Time - ss.msec","Begin Time - msec","Begin Time - PAL","End Time - hh:mm:ss.ms","End Time - ss.msec","End Time - msec","End Time - PAL","Duration - hh:mm:ss.ms","Duration - ss.msec","Duration - msec","Duration - PAL","UserAwkwardness","RobotMistake","UtteranceContent","Gaze","Smile","FacialExpression","Pauses","Laughter","Nod(Yes)","HeadShake(No)","HeadMovement","HandGesture","BodyGesture","RobotInterruption","RobotNonResponding","RobotInappropriateResponse","Other","Severeness"
00:00:00.000,0.0,0,00:00:00:00,00:00:58.120,58.12,58120,00:00:58:03,00:00:58.120,58.12,58120,00:00:58:03,"0","0",,,,,,,,,,,,"0","0","0",,
00:00:58.120,58.12,58120,00:00:58:03,00:01:04.610,64.61,64610,00:01:04:15,00:00:06.490,6.49,6490,00:00:06:12,"0","1",,,,,,,,,,,,"0","1","0",,
00:01:04.610,64.61,64610,00:01:04:15,00:03:02.210,182.21,182210,00:03:02:05,00:01:57.600,117.6,117600,00:01:57:15,"0","0",,,,,,,,,,,,"0","0","0",,
00:03:02.210,182.21,182210,00:03:02:05,00:03:07.720,187.72,187720,00:03:07:18,00:00:05.510,5.51,5510,00:00:05:12,"0","1",,,,,,,,,,,,"0","1","0",,
00:03:07.720,187.72,187720,00:03:07:18,00:03:59.280,239.28,239280,00:03:59:07,00:00:51.560,51.56,51560,00:00:51:14,"0","0",,,,,,,,,,,,"0","0","0",,
00:03:59.280,239.28,239280,00:03:59:07,00:04:05.340,245.34,245340,00:04:05:08,00:00:06.060,6.06,6060,00:00:06:01,"0","1",,,,,,,,,,,,"0","1","0",,
00:04:05.340,245.34,245340,00:04:05:08,00:04:39.810,279.81,279810,00:04:39:20,00:00:34.470,34.47,34470,00:00:34:11,"0","0",,,,,,,,,,,,"0","0","0",,
00:04:39.810,279.81,279810,00:04:39:20,00:04:44.930,284.93,284930,00:04:44:23,00:00:05.120,5.12,5120,00:00:05:03,"0","1",,,,,,,,,,,,"0","1","0",,
00:04:44.930,284.93,284930,00:04:44:23,00:05:13.850,313.85,313850,00:05:13:21,00:00:28.920,28.92,28920,00:00:28:23,"0","0",,,,,,,,,,,,"0","0","0",,
00:05:13.850,313.85,313850,00:05:13:21,00:05:19.510,319.51,319510,00:05:19:12,00:00:05.660,5.66,5660,00:00:05:16,"0","1",,,,,,,,,,,,"0","1","0",,
00:05:19.510,319.51,319510,00:05:19:12,00:05:53.960,353.96,353960,00:05:53:24,00:00:34.450,34.45,34450,00:00:34:11,"0","0",,,,,,,,,,,,"0","0","0",,
00:05:53.960,353.96,353960,00:05:53:24,00:06:00.160,360.16,360160,00:06:00:04,00:00:06.200,6.2,6200,00:00:06:05,"0","1",,,,,,,,,,,,"0","1","0",,
00:06:00.160,360.16,360160,00:06:00:04,00:06:34.480,394.48,394480,00:06:34:12,00:00:34.320,34.32,34320,00:00:34:08,"0","0",,,,,,,,,,,,"0","0","0",,
00:06:34.480,394.48,394480,00:06:34:12,00:06:40.280,400.28,400280,00:06:40:07,00:00:05.800,5.8,5800,00:00:05:20,"0","1",,,,,,,,,,,,"0","1","0",,
00:06:40.280,400.28,400280,00:06:40:07,00:07:21.000,441.0,441000,00:07:21:00,00:00:40.720,40.72,40720,00:00:40:18,"0","0",,,,,,,,,,,,"0","0","0",,
