Begin Time - hh:mm:ss.ms,Begin Time - ss.msec,Begin Time - msec,Begin Time - PAL,End Time - hh:mm:ss.ms,End Time - ss.msec,End Time - msec,End Time - PAL,Duration - hh:mm:ss.ms,Duration - ss.msec,Duration - msec,Duration - PAL,UserAwkwardness,RobotMistake,UtteranceContent,Gaze,Smile,FacialExpression,Pauses,Laughter,Nod(Yes),HeadShake(No),HeadMovement,HandGesture,BodyGesture,RobotInterruption,RobotNonResponding,RobotInappropriateResponse,Other,Severeness
00:00.0,0,0,00:00:00:00,00:00.9,0.87,870,00:00:00:21,00:00.9,0.87,870,00:00:00:21,0,0,,,,,,,,,,,,0,0,0,,
00:00.9,0.87,870,00:00:00:21,00:20.1,20.08,20080,00:00:20:02,00:19.2,19.21,19210,00:00:19:05,1,0,,,,,,,,,,,,0,0,0,,Mild
00:20.1,20.08,20080,00:00:20:02,00:53.7,53.74,53740,00:00:53:18,00:33.7,33.66,33660,00:00:33:16,0,0,,,,,,,,,,,,0,0,0,,
00:53.7,53.74,53740,00:00:53:18,01:04.6,64.55,64550,00:01:04:13,00:10.8,10.81,10810,00:00:10:20,0,1,,,,,,,,,,,,0,1,0,,
01:04.6,64.55,64550,00:01:04:13,01:39.1,99.14,99140,00:01:39:03,00:34.6,34.59,34590,00:00:34:14,1,1,,,,,,,,,,,,0,1,0,,Mild
01:39.2,99.16,99160,00:01:39:04,01:46.7,106.67,106670,00:01:46:16,00:07.5,7.51,7510,00:00:07:12,1,1,,,,,,,,,,,,0,0,0,"The robot speech freezes, and the response is not in the correct order according to the script",Mild
01:46.7,106.67,106670,00:01:46:16,01:54.8,114.81,114810,00:01:54:20,00:08.1,8.14,8140,00:00:08:03,1,0,,,,,,,,,,,,0,0,0,,Mild
01:54.8,114.81,114810,00:01:54:20,02:15.9,135.9,135900,00:02:15:22,00:21.1,21.09,21090,00:00:21:02,0,0,,,,,,,,,,,,0,0,0,,
02:15.9,135.9,135900,00:02:15:22,02:26.8,146.81,146810,00:02:26:20,00:10.9,10.91,10910,00:00:10:22,1,0,,,,,,,,,,,,0,0,0,,Mild
02:26.8,146.81,146810,00:02:26:20,03:19.1,199.05,199050,00:03:19:01,00:52.2,52.24,52240,00:00:52:06,0,0,,,,,,,,,,,,0,0,0,,
03:19.1,199.05,199050,00:03:19:01,03:24.8,204.85,204850,00:03:24:21,00:05.8,5.8,5800,00:00:05:20,0,1,,,,,,,,,,,,0,1,0,,
03:24.8,204.85,204850,00:03:24:21,04:12.1,252.15,252150,00:04:12:03,00:47.3,47.3,47300,00:00:47:07,0,0,,,,,,,,,,,,0,0,0,,
04:12.1,252.15,252150,00:04:12:03,04:19.4,259.43,259430,00:04:19:10,00:07.3,7.28,7280,00:00:07:07,0,1,,,,,,,,,,,,0,1,0,,
04:19.4,259.43,259430,00:04:19:10,05:00.6,300.57,300570,00:05:00:14,00:41.1,41.14,41140,00:00:41:03,0,0,,,,,,,,,,,,0,0,0,,
05:00.6,300.57,300570,00:05:00:14,05:06.9,306.93,306930,00:05:06:23,00:06.4,6.36,6360,00:00:06:09,0,1,,,,,,,,,,,,0,1,0,,
05:06.9,306.93,306930,00:05:06:23,06:03.3,363.28,363280,00:06:03:07,00:56.4,56.35,56350,00:00:56:08,0,0,,,,,,,,,,,,0,0,0,,
06:03.3,363.28,363280,00:06:03:07,06:25.5,385.55,385550,00:06:25:13,00:22.3,22.27,22270,00:00:22:06,0,1,,,,,,,,,,,,0,1,0,,
06:25.5,385.55,385550,00:06:25:13,06:26.1,386.13,386130,00:06:26:03,00:00.6,0.58,580,00:00:00:14,0,1,,,,,,,,,,,,0,0,0,The backchannelling response occured after a long period of silence,
06:26.1,386.13,386130,00:06:26:03,06:33.2,393.21,393210,00:06:33:05,00:07.1,7.08,7080,00:00:07:02,0,1,,,,,,,,,,,,0,1,0,,
06:33.2,393.21,393210,00:06:33:05,06:47.0,406.95,406950,00:06:46:23,00:13.7,13.74,13740,00:00:13:18,0,0,,,,,,,,,,,,0,0,0,,
06:47.0,406.95,406950,00:06:46:23,06:47.3,407.33,407330,00:06:47:08,00:00.4,0.38,380,00:00:00:09,0,1,,,,,,,,,,,,1,0,0,,
06:47.3,407.33,407330,00:06:47:08,06:47.4,407.43,407430,00:06:47:10,00:00.1,0.1,100,00:00:00:02,1,1,,,,,,,,,,,,1,0,0,,Mild
06:47.4,407.43,407430,00:06:47:10,06:53.2,413.19,413190,00:06:53:04,00:05.8,5.76,5760,00:00:05:19,1,0,,,,,,,,,,,,0,0,0,,Mild
06:53.2,413.19,413190,00:06:53:04,07:04.3,424.3,424300,00:07:04:07,00:11.1,11.11,11110,00:00:11:02,0,0,,,,,,,,,,,,0,0,0,,
07:04.3,424.3,424300,00:07:04:07,07:36.1,456.09,456090,00:07:36:02,00:31.8,31.79,31790,00:00:31:19,0,1,,,,,,,,,,,,0,1,0,,
07:36.1,456.09,456090,00:07:36:02,10:07.9,607.86,607860,00:10:07:21,02:31.8,151.77,151770,00:02:31:19,1,1,,,,,,,,,,,,0,1,0,,Mild
10:07.9,607.86,607860,00:10:07:21,10:08.4,608.45,608450,00:10:08:11,00:00.6,0.59,590,00:00:00:14,1,0,,,,,,,,,,,,0,0,0,,Mild
10:08.4,608.45,608450,00:10:08:11,10:51.0,651,651000,00:10:51:00,00:42.5,42.55,42550,00:00:42:13,0,0,,,,,,,,,,,,0,0,0,,
