Begin Time - hh:mm:ss.ms,Begin Time - ss.msec,Begin Time - msec,Begin Time - PAL,End Time - hh:mm:ss.ms,End Time - ss.msec,End Time - msec,End Time - PAL,Duration - hh:mm:ss.ms,Duration - ss.msec,Duration - msec,Duration - PAL,UserAwkwardness,RobotMistake,UtteranceContent,Gaze,Smile,FacialExpression,Pauses,Laughter,Nod(Yes),HeadShake(No),HeadMovement,HandGesture,BodyGesture,RobotInterruption,RobotNonResponding,RobotInappropriateResponse,Other,Severeness
00:00.0,0,0,00:00:00:00,00:48.9,48.87,48870,00:00:48:21,00:48.9,48.87,48870,00:00:48:21,0,0,,,,,,,,,,,,0,0,0,,
00:48.9,48.87,48870,00:00:48:21,00:50.4,50.35,50350,00:00:50:08,00:01.5,1.48,1480,00:00:01:12,0,1,,,,,,,,,,,,0,1,0,,
00:50.4,50.35,50350,00:00:50:08,00:55.7,55.71,55710,00:00:55:17,00:05.4,5.36,5360,00:00:05:09,1,1,,,,,,,,,,,,0,1,0,,Mild
00:55.7,55.71,55710,00:00:55:17,03:18.0,198.02,198020,00:03:18:00,02:22.3,142.31,142310,00:02:22:07,0,0,,,,,,,,,,,,0,0,0,,
03:18.0,198.02,198020,00:03:18:00,03:18.7,198.68,198680,00:03:18:17,00:00.7,0.66,660,00:00:00:16,0,1,,,,,,,,,,,,1,0,0,,
03:18.7,198.68,198680,00:03:18:17,03:20.8,200.82,200820,00:03:20:20,00:02.1,2.14,2140,00:00:02:03,1,1,,,,,,,,,,,,1,0,0,,Mild
03:20.8,200.82,200820,00:03:20:20,03:21.4,201.35,201350,00:03:21:08,00:00.5,0.53,530,00:00:00:13,1,0,,,,,,,,,,,,0,0,0,,Mild
03:21.4,201.35,201350,00:03:21:08,03:40.8,220.83,220830,00:03:40:20,00:19.5,19.48,19480,00:00:19:12,0,0,,,,,,,,,,,,0,0,0,,
03:40.8,220.83,220830,00:03:40:20,03:46.3,226.33,226330,00:03:46:08,00:05.5,5.5,5500,00:00:05:12,0,1,,,,,,,,,,,,0,1,0,,
03:46.3,226.33,226330,00:03:46:08,04:04.2,244.17,244170,00:04:04:04,00:17.8,17.84,17840,00:00:17:21,0,0,,,,,,,,,,,,0,0,0,,
04:04.2,244.17,244170,00:04:04:04,04:06.3,246.31,246310,00:04:06:07,00:02.1,2.14,2140,00:00:02:03,0,1,,,,,,,,,,,,0,1,0,,
04:06.3,246.31,246310,00:04:06:07,04:09.4,249.42,249420,00:04:09:10,00:03.1,3.11,3110,00:00:03:02,1,1,,,,,,,,,,,,0,1,0,,Mild
04:09.4,249.44,249440,00:04:09:11,05:03.8,303.81,303810,00:05:03:20,00:54.4,54.37,54370,00:00:54:09,0,0,,,,,,,,,,,,0,0,0,,
05:03.8,303.81,303810,00:05:03:20,05:08.0,308.04,308040,00:05:08:01,00:04.2,4.23,4230,00:00:04:05,0,1,,,,,,,,,,,,0,1,0,,
05:08.0,308.04,308040,00:05:08:01,05:17.0,317.04,317040,00:05:17:01,00:09.0,9,9000,00:00:09:00,0,0,,,,,,,,,,,,0,0,0,,
05:17.0,317.04,317040,00:05:17:01,05:19.7,319.66,319660,00:05:19:16,00:02.6,2.62,2620,00:00:02:15,0,1,,,,,,,,,,,,1,0,0,The robot moved on to the next question while the participant was still thinking about the answer of the previous one,
05:19.7,319.66,319660,00:05:19:16,05:24.5,324.53,324530,00:05:24:13,00:04.9,4.87,4870,00:00:04:21,1,1,,,,,,,,,,,,1,0,0,The robot moved on to the next question while the participant was still thinking about the answer of the previous one,Mild
05:24.5,324.53,324530,00:05:24:13,05:26.9,326.86,326860,00:05:26:21,00:02.3,2.33,2330,00:00:02:08,1,0,,,,,,,,,,,,0,0,0,,Mild
05:26.9,326.86,326860,00:05:26:21,05:31.8,331.78,331780,00:05:31:19,00:04.9,4.92,4920,00:00:04:23,0,0,,,,,,,,,,,,0,0,0,,
05:31.8,331.78,331780,00:05:31:19,05:35.5,335.53,335530,00:05:35:13,00:03.8,3.75,3750,00:00:03:18,1,0,,,,,,,,,,,,0,0,0,,Mild
05:35.5,335.53,335530,00:05:35:13,05:41.2,341.21,341210,00:05:41:05,00:05.7,5.68,5680,00:00:05:17,1,1,,,,,,,,,,,,0,1,0,,Mild
05:41.2,341.21,341210,00:05:41:05,05:44.9,344.94,344940,00:05:44:23,00:03.7,3.73,3730,00:00:03:18,1,0,,,,,,,,,,,,0,0,0,,Mild
05:44.9,344.94,344940,00:05:44:23,06:00.3,360.28,360280,00:06:00:07,00:15.3,15.34,15340,00:00:15:08,0,0,,,,,,,,,,,,0,0,0,,
06:00.3,360.28,360280,00:06:00:07,06:06.4,366.38,366380,00:06:06:09,00:06.1,6.1,6100,00:00:06:02,0,1,,,,,,,,,,,,0,1,0,,
06:06.4,366.38,366380,00:06:06:09,06:49.0,409,409000,00:06:49:00,00:42.6,42.62,42620,00:00:42:15,0,0,,,,,,,,,,,,0,0,0,,
