Begin Time - hh:mm:ss.ms,Begin Time - ss.msec,Begin Time - msec,Begin Time - PAL,End Time - hh:mm:ss.ms,End Time - ss.msec,End Time - msec,End Time - PAL,Duration - hh:mm:ss.ms,Duration - ss.msec,Duration - msec,Duration - PAL,UserAwkwardness,RobotMistake,UtteranceContent,Gaze,Smile,FacialExpression,Pauses,Laughter,Nod(Yes),HeadShake(No),HeadMovement,HandGesture,BodyGesture,RobotInterruption,RobotNonResponding,RobotInappropriateResponse,Other,Severeness
00:00.0,0,0,00:00:00:00,00:06.2,6.23,6230,00:00:06:05,00:06.2,6.23,6230,00:00:06:05,0,0,,,,,,,,,,,,0,0,0,,
00:06.2,6.23,6230,00:00:06:05,00:19.5,19.46,19460,00:00:19:11,00:13.2,13.23,13230,00:00:13:05,1,1,,,,,,,,,,,,0,1,0,,Mild
00:19.5,19.46,19460,00:00:19:11,00:31.4,31.42,31420,00:00:31:10,00:12.0,11.96,11960,00:00:11:24,0,0,,,,,,,,,,,,0,0,0,,
00:31.4,31.42,31420,00:00:31:10,00:49.6,49.63,49630,00:00:49:15,00:18.2,18.21,18210,00:00:18:05,1,1,,,,,,,,,,,,0,1,0,,Mild
00:49.6,49.63,49630,00:00:49:15,01:29.4,89.37,89370,00:01:29:09,00:39.7,39.74,39740,00:00:39:18,0,0,,,,,,,,,,,,0,0,0,,
01:29.4,89.37,89370,00:01:29:09,01:31.3,91.27,91270,00:01:31:06,00:01.9,1.9,1900,00:00:01:22,0,1,,,,,,,,,,,,1,0,0,,
01:31.3,91.27,91270,00:01:31:06,01:58.2,118.21,118210,00:01:58:05,00:26.9,26.94,26940,00:00:26:23,0,0,,,,,,,,,,,,0,0,0,,
01:58.2,118.21,118210,00:01:58:05,02:03.1,123.12,123120,00:02:03:03,00:04.9,4.91,4910,00:00:04:22,0,1,,,,,,,,,,,,0,0,0,Robot speech freezes,
02:03.1,123.12,123120,00:02:03:03,03:04.1,184.07,184070,00:03:04:01,01:01.0,60.95,60950,00:01:00:23,0,0,,,,,,,,,,,,0,0,0,,
03:04.1,184.07,184070,00:03:04:01,03:10.9,190.9,190900,00:03:10:22,00:06.8,6.83,6830,00:00:06:20,0,1,,,,,,,,,,,,0,1,0,,
03:10.9,190.9,190900,00:03:10:22,03:25.8,205.77,205770,00:03:25:19,00:14.9,14.87,14870,00:00:14:21,0,0,,,,,,,,,,,,0,0,0,,
03:25.8,205.77,205770,00:03:25:19,03:26.5,206.47,206470,00:03:26:11,00:00.7,0.7,700,00:00:00:17,0,1,,,,,,,,,,,,1,0,0,,
03:26.5,206.47,206470,00:03:26:11,03:35.6,215.63,215630,00:03:35:15,00:09.2,9.16,9160,00:00:09:04,0,0,,,,,,,,,,,,0,0,0,,
03:35.6,215.63,215630,00:03:35:15,03:36.1,216.06,216060,00:03:36:01,00:00.4,0.43,430,00:00:00:10,0,1,,,,,,,,,,,,1,0,0,,
03:36.1,216.06,216060,00:03:36:01,03:38.2,218.17,218170,00:03:38:04,00:02.1,2.11,2110,00:00:02:02,1,1,,,,,,,,,,,,1,0,0,,Mild
03:38.2,218.17,218170,00:03:38:04,03:50.7,230.7,230700,00:03:50:17,00:12.5,12.53,12530,00:00:12:13,1,0,,,,,,,,,,,,0,0,0,,Mild
03:50.7,230.7,230700,00:03:50:17,03:52.5,232.51,232510,00:03:52:12,00:01.8,1.81,1810,00:00:01:20,1,1,,,,,,,,,,,,0,0,0,Robot speech freezes,Mild
03:52.5,232.51,232510,00:03:52:12,03:56.4,236.38,236380,00:03:56:09,00:03.9,3.87,3870,00:00:03:21,0,1,,,,,,,,,,,,0,0,0,Robot speech freezes,
03:56.4,236.38,236380,00:03:56:09,04:29.4,269.39,269390,00:04:29:09,00:33.0,33.01,33010,00:00:33:00,0,0,,,,,,,,,,,,0,0,0,,
04:29.4,269.39,269390,00:04:29:09,04:29.9,269.86,269860,00:04:29:21,00:00.5,0.47,470,00:00:00:11,0,1,,,,,,,,,,,,0,0,1,The robot replied to the participants question with a backchannelling response,
04:29.9,269.87,269870,00:04:29:21,04:30.0,270.01,270010,00:04:30:00,00:00.1,0.14,140,00:00:00:03,1,1,,,,,,,,,,,,0,1,1,The robot replied to the participants question with a backchannelling response,Mild
04:30.0,270.01,270010,00:04:30:00,04:37.8,277.78,277780,00:04:37:19,00:07.8,7.77,7770,00:00:07:19,1,1,,,,,,,,,,,,0,1,0,,Mild
04:37.8,277.79,277790,00:04:37:19,04:39.8,279.84,279840,00:04:39:21,00:02.0,2.05,2050,00:00:02:01,1,1,,,,,,,,,,,,1,0,0,,Mild
04:39.8,279.84,279840,00:04:39:21,04:45.9,285.89,285890,00:04:45:22,00:06.0,6.05,6050,00:00:06:01,1,0,,,,,,,,,,,,0,0,0,,Mild
04:45.9,285.89,285890,00:04:45:22,06:56.1,416.05,416050,00:06:56:01,02:10.2,130.16,130160,00:02:10:04,0,0,,,,,,,,,,,,0,0,0,,
06:56.1,416.05,416050,00:06:56:01,06:56.4,416.41,416410,00:06:56:10,00:00.4,0.36,360,00:00:00:09,0,1,,,,,,,,,,,,1,0,0,,
06:56.4,416.41,416410,00:06:56:10,06:57.0,417.01,417010,00:06:57:00,00:00.6,0.6,600,00:00:00:15,1,1,,,,,,,,,,,,1,0,0,,Mild
06:57.0,417.01,417010,00:06:57:00,07:05.7,425.65,425650,00:07:05:16,00:08.6,8.64,8640,00:00:08:16,1,0,,,,,,,,,,,,0,0,0,,Mild
07:05.7,425.65,425650,00:07:05:16,07:17.0,437,437000,00:07:17:00,00:11.4,11.35,11350,00:00:11:08,0,0,,,,,,,,,,,,0,0,0,,
