"Begin Time - hh:mm:ss.ms","Begin Time - ss.msec","Begin Time - msec","Begin Time - PAL","End Time - hh:mm:ss.ms","End Time - ss.msec","End Time - msec","End Time - PAL","Duration - hh:mm:ss.ms","Duration - ss.msec","Duration - msec","Duration - PAL","UserAwkwardness","RobotMistake","UtteranceContent","Gaze","Smile","FacialExpression","Pauses","Laughter","Nod(Yes)","HeadShake(No)","HeadMovement","HandGesture","BodyGesture","RobotInterruption","RobotNonResponding","RobotInappropriateResponse","Other","Severeness"
00:00:00.000,0.0,0,00:00:00:00,00:00:53.130,53.13,53130,00:00:53:03,00:00:53.130,53.13,53130,00:00:53:03,"0","0",,,,,,,,,,,,"0","0","0",,
00:00:53.130,53.13,53130,00:00:53:03,00:01:00.100,60.1,60100,00:01:00:02,00:00:06.970,6.97,6970,00:00:06:24,"0","1",,,,,,,,,,,,"0","1","0",,
00:01:00.100,60.1,60100,00:01:00:02,00:01:33.530,93.53,93530,00:01:33:13,00:00:33.430,33.43,33430,00:00:33:10,"0","0",,,,,,,,,,,,"0","0","0",,
00:01:33.530,93.53,93530,00:01:33:13,00:01:40.820,100.82,100820,00:01:40:20,00:00:07.290,7.29,7290,00:00:07:07,"0","1",,,,,,,,,,,,"0","0","0","The robot speech freezes",
00:01:40.820,100.82,100820,00:01:40:20,00:04:23.320,263.32,263320,00:04:23:08,00:02:42.500,162.5,162500,00:02:42:12,"0","0",,,,,,,,,,,,"0","0","0",,
00:04:23.320,263.32,263320,00:04:23:08,00:04:32.290,272.29,272290,00:04:32:07,00:00:08.970,8.97,8970,00:00:08:24,"0","1",,,,,,,,,,,,"0","1","0",,
00:04:32.290,272.29,272290,00:04:32:07,00:06:08.680,368.68,368680,00:06:08:17,00:01:36.390,96.39,96390,00:01:36:09,"0","0",,,,,,,,,,,,"0","0","0",,
00:06:08.680,368.68,368680,00:06:08:17,00:06:15.900,375.9,375900,00:06:15:22,00:00:07.220,7.22,7220,00:00:07:05,"0","1",,,,,,,,,,,,"0","1","0",,
00:06:15.900,375.9,375900,00:06:15:22,00:07:24.590,444.59,444590,00:07:24:14,00:01:08.690,68.69,68690,00:01:08:17,"0","0",,,,,,,,,,,,"0","0","0",,
00:07:24.590,444.59,444590,00:07:24:14,00:07:33.110,453.11,453110,00:07:33:02,00:00:08.520,8.52,8520,00:00:08:13,"0","1",,,,,,,,,,,,"0","1","0",,
00:07:33.110,453.11,453110,00:07:33:02,00:09:44.000,584.0,584000,00:09:44:00,00:02:10.890,130.89,130890,00:02:10:22,"0","0",,,,,,,,,,,,"0","0","0",,
