Begin Time - hh:mm:ss.ms,Begin Time - ss.msec,Begin Time - msec,Begin Time - PAL,End Time - hh:mm:ss.ms,End Time - ss.msec,End Time - msec,End Time - PAL,Duration - hh:mm:ss.ms,Duration - ss.msec,Duration - msec,Duration - PAL,UserAwkwardness,RobotMistake,UtteranceContent,Gaze,Smile,FacialExpression,Pauses,Laughter,Nod(Yes),HeadShake(No),HeadMovement,HandGesture,BodyGesture,RobotInterruption,RobotNonResponding,RobotInappropriateResponse,Other,Severeness
00:00.0,0,0,00:00:00:00,00:52.2,52.19,52190,00:00:52:04,00:52.2,52.19,52190,00:00:52:04,0,0,,,,,,,,,,,,0,0,0,,
00:52.2,52.19,52190,00:00:52:04,00:57.8,57.84,57840,00:00:57:21,00:05.7,5.65,5650,00:00:05:16,1,1,,,,,,,,,,,Mild,0,1,0,,
00:57.8,57.84,57840,00:00:57:21,02:32.2,152.16,152160,00:02:32:04,01:34.3,94.32,94320,00:01:34:08,0,0,,,,,,,,,,,,0,0,0,,
02:32.2,152.16,152160,00:02:32:04,02:32.2,152.22,152220,00:02:32:05,00:00.1,0.06,60,00:00:00:01,0,0,,,,,,,,,,,,0,0,0,The robot response was a little bit fast and interruptive,
02:32.2,152.22,152220,00:02:32:05,02:36.7,156.66,156660,00:02:36:16,00:04.4,4.44,4440,00:00:04:11,0,1,,,,,,,,,,,,1,0,0,The robot response was a little bit fast and interruptive,
02:36.7,156.67,156670,00:02:36:16,02:44.5,164.49,164490,00:02:44:12,00:07.8,7.82,7820,00:00:07:20,0,0,,,,,,,,,,,,0,0,0,,
02:44.5,164.49,164490,00:02:44:12,02:50.5,170.48,170480,00:02:50:12,00:06.0,5.99,5990,00:00:05:24,0,0,,,,,,,,,,,,0,0,0,The backchannelling occurs at the end of participant response,
02:50.5,170.48,170480,00:02:50:12,03:00.1,180.14,180140,00:03:00:03,00:09.7,9.66,9660,00:00:09:16,0,0,,,,,,,,,,,,0,0,0,,
03:00.1,180.14,180140,00:03:00:03,03:03.3,183.28,183280,00:03:03:07,00:03.1,3.14,3140,00:00:03:03,1,1,,,,,,,,,,,,1,0,0,,Mild
03:03.3,183.28,183280,00:03:03:07,03:22.1,202.09,202090,00:03:22:02,00:18.8,18.81,18810,00:00:18:20,0,0,,,,,,,,,,,,0,0,0,,
03:22.1,202.09,202090,00:03:22:02,03:25.1,205.09,205090,00:03:25:02,00:03.0,3,3000,00:00:03:00,0,1,,,,,,,,,,,,0,0,1,,
03:25.1,205.09,205090,00:03:25:02,03:27.2,207.21,207210,00:03:27:05,00:02.1,2.12,2120,00:00:02:03,1,1,"(Participant) ""I have not said that there was yet (an accomplishment). Yeah, I cannot answer that question.""",,,,,,,,,,,0,0,1,,Severe
03:27.2,207.21,207210,00:03:27:05,03:36.0,216,216000,00:03:36:00,00:08.8,8.79,8790,00:00:08:19,1,0,"(Participant) ""I have not said that there was yet (an accomplishment). Yeah, I cannot answer that question.""",,,,,,,,,,,0,0,0,,Severe
03:36.0,216,216000,00:03:36:00,03:41.1,221.06,221060,00:03:41:01,00:05.1,5.06,5060,00:00:05:01,1,1,"(Participant) ""I have not said that there was yet (an accomplishment). Yeah, I cannot answer that question.""",,,,,,,,,,,0,1,0,,Severe
03:41.1,221.06,221060,00:03:41:01,03:41.1,221.12,221120,00:03:41:03,00:00.1,0.06,60,00:00:00:01,0,1,,,,,,,,,,,,0,1,0,,
03:41.1,221.13,221130,00:03:41:03,03:43.3,223.34,223340,00:03:43:08,00:02.2,2.21,2210,00:00:02:05,1,1,"(Participant) ""You are not listening aren't you? Are you?""",,,,,,,,,,,0,0,1,,Severe
03:43.3,223.34,223340,00:03:43:08,03:47.9,227.91,227910,00:03:47:22,00:04.6,4.57,4570,00:00:04:14,1,0,"(Participant) ""You are not listening aren't you? Are you?""",,,,,,,,,,,0,0,0,,Severe
03:47.9,227.91,227910,00:03:47:22,03:53.7,233.68,233680,00:03:53:17,00:05.8,5.77,5770,00:00:05:19,1,1,"(Participant) ""You are not listening aren't you? Are you?""",,,,,,,,,,,0,1,0,,Severe
03:53.7,233.73,233730,00:03:53:18,04:11.7,251.68,251680,00:04:11:17,00:17.9,17.95,17950,00:00:17:23,1,0,,,,,,,,,,,,0,0,0,,Mild
04:11.7,251.68,251680,00:04:11:17,04:15.9,255.94,255940,00:04:15:23,00:04.3,4.26,4260,00:00:04:06,1,0,Participant mentions that they found the session strange,,,,,,,,,,,0,0,0,,Mild
04:15.9,255.94,255940,00:04:15:23,04:16.9,256.89,256890,00:04:16:22,00:01.0,0.95,950,00:00:00:23,0,0,Participant mentions that they found the session strange,,,,,,,,,,,0,0,0,,
04:16.9,256.89,256890,00:04:16:22,04:27.1,267.08,267080,00:04:27:02,00:10.2,10.19,10190,00:00:10:04,0,0,,,,,,,,,,,,0,0,0,,
04:27.1,267.08,267080,00:04:27:02,04:44.9,284.85,284850,00:04:44:21,00:17.8,17.77,17770,00:00:17:19,1,1,,,,,,,,,,,,0,1,1,The robot does not answer the participants question and continues the exercise,Mild
04:44.9,284.85,284850,00:04:44:21,05:15.0,315,315000,00:05:15:00,00:30.1,30.15,30150,00:00:30:03,0,0,,,,,,,,,,,,0,0,0,,
