Begin Time - hh:mm:ss.ms,Begin Time - ss.msec,Begin Time - msec,Begin Time - PAL,End Time - hh:mm:ss.ms,End Time - ss.msec,End Time - msec,End Time - PAL,Duration - hh:mm:ss.ms,Duration - ss.msec,Duration - msec,Duration - PAL,UserAwkwardness,RobotMistake,UtteranceContent,Gaze,Smile,FacialExpression,Pauses,Laughter,Nod(Yes),HeadShake(No),HeadMovement,HandGesture,BodyGesture,RobotInterruption,RobotNonResponding,RobotInappropriateResponse,Other,Severeness
00:00.0,0,0,00:00:00:00,00:10.5,10.55,10550,00:00:10:13,00:10.5,10.55,10550,00:00:10:13,0,0,,,,,,,,,,,,0,0,0,,
00:10.5,10.55,10550,00:00:10:13,00:21.0,21.01,21010,00:00:21:00,00:10.5,10.46,10460,00:00:10:11,0,1,,,,,,,,,,,,0,1,0,,
00:21.0,21.01,21010,00:00:21:00,00:32.3,32.28,32280,00:00:32:07,00:11.3,11.27,11270,00:00:11:06,0,0,,,,,,,,,,,,0,0,0,,
00:32.3,32.28,32280,00:00:32:07,00:36.5,36.51,36510,00:00:36:12,00:04.2,4.23,4230,00:00:04:05,0,1,,,,,,,,,,,,0,,0,,
00:36.5,36.51,36510,00:00:36:12,01:44.5,104.47,104470,00:01:44:11,01:08.0,67.96,67960,00:01:07:24,1,1,,,,,,,,,,,,0,,0,,Severe
01:44.5,104.47,104470,00:01:44:11,01:45.3,105.26,105260,00:01:45:06,00:00.8,0.79,790,00:00:00:19,1,0,,,,,,,,,,,,0,0,0,,Severe
01:45.3,105.26,105260,00:01:45:06,03:05.7,185.71,185710,00:03:05:17,01:20.4,80.45,80450,00:01:20:11,0,0,,,,,,,,,,,,0,0,0,,
03:05.7,185.71,185710,00:03:05:17,03:06.3,186.26,186260,00:03:06:06,00:00.6,0.55,550,00:00:00:13,0,1,,,,,,,,,,,,1,0,0,,
03:06.3,186.26,186260,00:03:06:06,03:06.8,186.78,186780,00:03:06:19,00:00.5,0.52,520,00:00:00:13,1,1,,,,,,,,,,,,1,0,0,,Mild
03:06.8,186.78,186780,00:03:06:19,03:15.0,195.02,195020,00:03:15:00,00:08.2,8.24,8240,00:00:08:06,1,0,,,,,,,,,,,,0,0,0,,Mild
03:15.0,195.02,195020,00:03:15:00,03:26.6,206.57,206570,00:03:26:14,00:11.6,11.55,11550,00:00:11:13,0,0,,,,,,,,,,,,0,0,0,,
03:26.6,206.57,206570,00:03:26:14,03:26.9,206.93,206930,00:03:26:23,00:00.4,0.36,360,00:00:00:09,0,1,,,,,,,,,,,,1,0,0,"The backchannelling response was interruptive, the participant stops talking after it",
03:26.9,206.93,206930,00:03:26:23,03:27.5,207.54,207540,00:03:27:13,00:00.6,0.61,610,00:00:00:15,1,1,,,,,,,,,,,,1,0,0,"The backchannelling response was interruptive, the participant stops talking after it",Mild
03:27.5,207.54,207540,00:03:27:13,03:39.1,219.14,219140,00:03:39:03,00:11.6,11.6,11600,00:00:11:15,1,0,,,,,,,,,,,,0,0,0,,Mild
03:39.1,219.14,219140,00:03:39:03,03:42.0,222.05,222050,00:03:42:01,00:02.9,2.91,2910,00:00:02:22,1,1,,,,,,,,,,,,1,0,0,,Mild
03:42.0,222.05,222050,00:03:42:01,03:45.4,225.39,225390,00:03:45:09,00:03.3,3.34,3340,00:00:03:08,1,0,,,,,,,,,,,,0,0,0,,Mild
03:45.4,225.39,225390,00:03:45:09,04:16.7,256.68,256680,00:04:16:17,00:31.3,31.29,31290,00:00:31:07,0,0,,,,,,,,,,,,0,0,0,,
04:16.7,256.68,256680,00:04:16:17,04:17.3,257.27,257270,00:04:17:06,00:00.6,0.59,590,00:00:00:14,1,0,,,,,,,,,,,,0,0,0,,Mild
04:17.3,257.27,257270,00:04:17:06,04:42.0,282.02,282020,00:04:42:00,00:24.8,24.75,24750,00:00:24:18,1,1,,,,,,,,,,,,0,1,0,Both the participant and the robot do not speak after the backchannelling response for a while,Mild
04:42.0,282.02,282020,00:04:42:00,04:49.6,289.64,289640,00:04:49:16,00:07.6,7.62,7620,00:00:07:15,1,0,,,,,,,,,,,,0,0,0,,Mild
04:49.6,289.64,289640,00:04:49:16,05:53.0,352.95,352950,00:05:52:23,01:03.3,63.31,63310,00:01:03:07,0,0,,,,,,,,,,,,0,0,0,,
05:53.0,352.95,352950,00:05:52:23,05:59.1,359.13,359130,00:05:59:03,00:06.2,6.18,6180,00:00:06:04,0,1,,,,,,,,,,,,0,1,0,The robot does not finish the session,
05:59.1,359.13,359130,00:05:59:03,06:53.0,412.99,412990,00:06:52:24,00:53.9,53.86,53860,00:00:53:21,1,1,,,,,,,,,,,,0,1,0,The robot does not finish the session,Severe
