Begin Time - hh:mm:ss.ms,Begin Time - ss.msec,Begin Time - msec,Begin Time - PAL,End Time - hh:mm:ss.ms,End Time - ss.msec,End Time - msec,End Time - PAL,Duration - hh:mm:ss.ms,Duration - ss.msec,Duration - msec,Duration - PAL,UserAwkwardness,RobotMistake,UtteranceContent,Gaze,Smile,FacialExpression,Pauses,Laughter,Nod(Yes),HeadShake(No),HeadMovement,HandGesture,BodyGesture,RobotInterruption,RobotNonResponding,RobotInappropriateResponse,Other,Severeness
00:00.0,0,0,00:00:00:00,00:05.2,5.23,5230,00:00:05:05,00:05.2,5.23,5230,00:00:05:05,0,0,,,,,,,,,,,,0,0,0,,
00:05.2,5.23,5230,00:00:05:05,00:24.7,24.67,24670,00:00:24:16,00:19.4,19.44,19440,00:00:19:11,0,1,,,,,,,,,,,,0,1,0,,
00:24.7,24.67,24670,00:00:24:16,00:36.3,36.35,36350,00:00:36:08,00:11.7,11.68,11680,00:00:11:17,0,0,,,,,,,,,,,,0,0,0,,
00:36.3,36.35,36350,00:00:36:08,01:16.8,76.77,76770,00:01:16:19,00:40.4,40.42,40420,00:00:40:10,1,1,,,,,,,,,,,,0,1,0,,Mild
01:16.8,76.77,76770,00:01:16:19,01:41.0,101.01,101010,00:01:41:00,00:24.2,24.24,24240,00:00:24:06,0,0,,,,,,,,,,,,0,0,0,,
01:41.0,101.01,101010,00:01:41:00,01:42.1,102.09,102090,00:01:42:02,00:01.1,1.08,1080,00:00:01:02,0,1,,,,,,,,,,,,0,0,0,Robot speech freezes,
01:42.1,102.09,102090,00:01:42:02,01:42.7,102.66,102660,00:01:42:16,00:00.6,0.57,570,00:00:00:14,1,1,,,,,,,,,,,,0,0,0,Robot speech freezes,Mild
01:42.7,102.66,102660,00:01:42:16,01:47.7,107.71,107710,00:01:47:17,00:05.1,5.05,5050,00:00:05:01,1,0,,,,,,,,,,,,0,0,0,,Mild
01:47.7,107.71,107710,00:01:47:17,03:09.6,189.65,189650,00:03:09:16,01:21.9,81.94,81940,00:01:21:23,1,1,"The robot freezes for a very long time, and the session starts from the beginning.",,,,,,,,,,,0,1,0,,Severe
03:09.6,189.65,189650,00:03:09:16,03:13.8,193.78,193780,00:03:13:19,00:04.1,4.13,4130,00:00:04:03,0,0,,,,,,,,,,,,0,0,0,,
03:13.8,193.78,193780,00:03:13:19,03:14.4,194.39,194390,00:03:14:09,00:00.6,0.61,610,00:00:00:15,0,1,,,,,,,,,,,,0,1,0,,
03:14.4,194.39,194390,00:03:14:09,03:33.3,213.26,213260,00:03:33:06,00:18.9,18.87,18870,00:00:18:21,1,1,,,,,,,,,,,,0,1,0,,Mild
03:33.3,213.26,213260,00:03:33:06,03:35.4,215.42,215420,00:03:35:10,00:02.2,2.16,2160,00:00:02:04,1,0,,,,,,,,,,,,0,0,0,,Mild
03:35.4,215.42,215420,00:03:35:10,03:44.0,224.04,224040,00:03:44:01,00:08.6,8.62,8620,00:00:08:15,0,0,,,,,,,,,,,,0,0,0,,
03:44.0,224.04,224040,00:03:44:01,04:20.8,260.79,260790,00:04:20:19,00:36.8,36.75,36750,00:00:36:18,0,1,,,,,,,,,,,,0,1,0,,
04:20.8,260.79,260790,00:04:20:19,05:14.0,314.03,314030,00:05:14:00,00:53.2,53.24,53240,00:00:53:06,1,1,,,,,,,,,,,,0,1,0,,Mild
05:14.0,314.03,314030,00:05:14:00,05:24.4,324.43,324430,00:05:24:10,00:10.4,10.4,10400,00:00:10:10,1,0,,,,,,,,,,,,0,0,0,,Mild
05:24.4,324.43,324430,00:05:24:10,06:01.2,361.25,361250,00:06:01:06,00:36.8,36.82,36820,00:00:36:20,0,0,,,,,,,,,,,,0,0,0,,
06:01.2,361.25,361250,00:06:01:06,06:02.5,362.46,362460,00:06:02:11,00:01.2,1.21,1210,00:00:01:05,0,1,,,,,,,,,,,,0,0,0,The robot speech freezes,
06:02.5,362.46,362460,00:06:02:11,06:23.6,383.56,383560,00:06:23:14,00:21.1,21.1,21100,00:00:21:02,0,0,,,,,,,,,,,,0,0,0,,
06:23.6,383.56,383560,00:06:23:14,06:28.7,388.72,388720,00:06:28:18,00:05.2,5.16,5160,00:00:05:04,0,1,,,,,,,,,,,,0,0,0,The robot speech freezes,
06:28.7,388.73,388730,00:06:28:18,06:35.0,394.98,394980,00:06:34:24,00:06.3,6.25,6250,00:00:06:06,1,0,,,,,,,,,,,,0,0,0,,Mild
06:35.0,394.98,394980,00:06:34:24,06:38.0,398.03,398030,00:06:38:00,00:03.1,3.05,3050,00:00:03:01,0,0,,,,,,,,,,,,0,0,0,,
06:38.0,398.03,398030,00:06:38:00,07:01.8,421.81,421810,00:07:01:20,00:23.8,23.78,23780,00:00:23:19,0,1,,,,,,,,,,,,0,1,0,,
07:01.8,421.81,421810,00:07:01:20,07:21.9,441.9,441900,00:07:21:22,00:20.1,20.09,20090,00:00:20:02,0,0,,,,,,,,,,,,0,0,0,,
07:21.9,441.9,441900,00:07:21:22,07:29.4,449.38,449380,00:07:29:09,00:07.5,7.48,7480,00:00:07:12,0,1,,,,,,,,,,,,0,1,0,,
07:29.4,449.38,449380,00:07:29:09,07:45.0,464.96,464960,00:07:44:24,00:15.6,15.58,15580,00:00:15:14,0,0,,,,,,,,,,,,0,0,0,,
07:45.0,464.96,464960,00:07:44:24,07:45.2,465.2,465200,00:07:45:05,00:00.2,0.24,240,00:00:00:06,0,1,,,,,,,,,,,,1,0,0,,
07:45.2,465.2,465200,00:07:45:05,07:45.7,465.71,465710,00:07:45:17,00:00.5,0.51,510,00:00:00:12,1,1,"(Participant) ""I wasn't finished."" (Laughs).",,,,,,,,,,,1,0,0,,Severe
07:45.7,465.71,465710,00:07:45:17,07:49.1,469.11,469110,00:07:49:02,00:03.4,3.4,3400,00:00:03:10,1,0,"(Participant) ""I wasn't finished."" (Laughs).",,,,,,,,,,,0,0,0,,Severe
07:49.1,469.11,469110,00:07:49:02,07:55.7,475.72,475720,00:07:55:18,00:06.6,6.61,6610,00:00:06:15,1,1,"(Participant) ""I wasn't finished."" (Laughs).",,,,,,,,,,,0,1,0,,Severe
07:55.7,475.73,475730,00:07:55:18,07:56.3,476.34,476340,00:07:56:08,00:00.6,0.61,610,00:00:00:15,1,1,"(Participant) ""I wasn't finished."" (Laughs).",,,,,,,,,,,1,0,0,,Severe
07:56.3,476.34,476340,00:07:56:08,08:02.9,482.94,482940,00:08:02:23,00:06.6,6.6,6600,00:00:06:15,1,0,"(Participant) ""I wasn't finished."" (Laughs).",,,,,,,,,,,0,0,0,,Severe
08:02.9,482.94,482940,00:08:02:23,08:12.7,492.71,492710,00:08:12:17,00:09.8,9.77,9770,00:00:09:19,0,0,,,,,,,,,,,,0,0,0,,
08:12.7,492.71,492710,00:08:12:17,08:17.7,497.67,497670,00:08:17:16,00:05.0,4.96,4960,00:00:04:24,0,1,,,,,,,,,,,,0,0,0,The robot speech freezes,
08:17.7,497.67,497670,00:08:17:16,08:18.1,498.08,498080,00:08:18:02,00:00.4,0.41,410,00:00:00:10,0,0,,,,,,,,,,,,0,0,0,,
08:18.1,498.08,498080,00:08:18:02,08:24.8,504.76,504760,00:08:24:19,00:06.7,6.68,6680,00:00:06:17,1,0,,,,,,,,,,,,0,0,0,,Mild
08:24.8,504.76,504760,00:08:24:19,08:50.5,530.52,530520,00:08:50:13,00:25.8,25.76,25760,00:00:25:19,0,0,,,,,,,,,,,,0,0,0,,
08:50.5,530.52,530520,00:08:50:13,08:51.4,531.35,531350,00:08:51:08,00:00.8,0.83,830,00:00:00:20,0,1,,,,,,,,,,,,1,0,0,,
08:51.4,531.35,531350,00:08:51:08,09:08.1,548.06,548060,00:09:08:01,00:16.7,16.71,16710,00:00:16:17,0,0,,,,,,,,,,,,0,0,0,,
09:08.1,548.06,548060,00:09:08:01,09:15.7,555.67,555670,00:09:15:16,00:07.6,7.61,7610,00:00:07:15,0,1,,,,,,,,,,,,0,1,0,,
09:15.7,555.67,555670,00:09:15:16,10:55.2,655.21,655210,00:10:55:05,01:39.5,99.54,99540,00:01:39:13,0,0,,,,,,,,,,,,0,0,0,,
10:55.2,655.21,655210,00:10:55:05,11:01.5,661.46,661460,00:11:01:11,00:06.3,6.25,6250,00:00:06:06,0,1,,,,,,,,,,,,0,1,0,,
11:01.5,661.46,661460,00:11:01:11,11:48.0,708,708000,00:11:48:00,00:46.5,46.54,46540,00:00:46:13,0,0,,,,,,,,,,,,0,0,0,,
