"Begin Time - hh:mm:ss.ms","Begin Time - ss.msec","Begin Time - msec","Begin Time - PAL","End Time - hh:mm:ss.ms","End Time - ss.msec","End Time - msec","End Time - PAL","Duration - hh:mm:ss.ms","Duration - ss.msec","Duration - msec","Duration - PAL","UserAwkwardness","RobotMistake","UtteranceContent","Gaze","Smile","FacialExpression","Pauses","Laughter","Nod(Yes)","HeadShake(No)","HeadMovement","HandGesture","BodyGesture","RobotInterruption","RobotNonResponding","RobotInappropriateResponse","Other","Severeness"
00:00:00.000,0.0,0,00:00:00:00,00:00:07.310,7.31,7310,00:00:07:07,00:00:07.310,7.31,7310,00:00:07:07,"0","0",,,,,,,,,,,,"0","0","0",,
00:00:07.310,7.31,7310,00:00:07:07,00:00:24.190,24.19,24190,00:00:24:04,00:00:16.880,16.88,16880,00:00:16:22,"1","1",,,,,,,,,,,,"0","1","0",,"Severe"
00:00:24.190,24.19,24190,00:00:24:04,00:00:24.620,24.62,24620,00:00:24:15,00:00:00.430,0.43,430,00:00:00:10,"0","0",,,,,,,,,,,,"0","0","0",,
00:00:24.620,24.62,24620,00:00:24:15,00:00:25.960,25.96,25960,00:00:25:24,00:00:01.340,1.34,1340,00:00:01:08,"0","0",,,,,,,,,,,,"0","0","0","The robot (probably) mispronounces the name of the participant",
00:00:25.960,25.96,25960,00:00:25:24,00:00:36.630,36.63,36630,00:00:36:15,00:00:10.670,10.67,10670,00:00:10:16,"0","0",,,,,,,,,,,,"0","0","0",,
00:00:36.630,36.63,36630,00:00:36:15,00:00:44.570,44.57,44570,00:00:44:14,00:00:07.940,7.94,7940,00:00:07:23,"0","1",,,,,,,,,,,,"0","1","0",,
00:00:44.570,44.57,44570,00:00:44:14,00:02:16.330,136.33,136330,00:02:16:08,00:01:31.760,91.76,91760,00:01:31:19,"0","0",,,,,,,,,,,,"0","0","0",,
00:02:16.330,136.33,136330,00:02:16:08,00:02:22.100,142.1,142100,00:02:22:02,00:00:05.770,5.77,5770,00:00:05:19,"1","1",,,,,,,,,,,,"0","1","0",,
00:02:22.100,142.1,142100,00:02:22:02,00:02:32.150,152.15,152150,00:02:32:03,00:00:10.050,10.05,10050,00:00:10:01,"0","0",,,,,,,,,,,,"0","0","0",,
00:02:32.150,152.15,152150,00:02:32:03,00:02:37.680,157.68,157680,00:02:37:17,00:00:05.530,5.53,5530,00:00:05:13,"1","0",,,,,,,,,,,,"0","0","0","The backchannelling response ""Aha"" makes the participant laugh",
00:02:37.680,157.68,157680,00:02:37:17,00:04:43.230,283.23,283230,00:04:43:05,00:02:05.550,125.55,125550,00:02:05:13,"0","0",,,,,,,,,,,,"0","0","0",,
00:04:43.230,283.23,283230,00:04:43:05,00:04:50.710,290.71,290710,00:04:50:17,00:00:07.480,7.48,7480,00:00:07:12,"1","0","""A bit weird, I'm not used to interacting with robots.""",,,,,,,,,,,"0","0","0",,"Mild"
00:04:50.710,290.71,290710,00:04:50:17,00:04:56.800,296.8,296800,00:04:56:20,00:00:06.090,6.09,6090,00:00:06:02,"1","1",,,,,,,,,,,,"0","0","0","The robot response was a little bit sudden and interruptive","Mild"
00:04:56.800,296.8,296800,00:04:56:20,00:05:27.320,327.32,327320,00:05:27:08,00:00:30.520,30.52,30520,00:00:30:13,"0","0",,,,,,,,,,,,"0","0","0",,
00:05:27.320,327.32,327320,00:05:27:08,00:05:30.890,330.89,330890,00:05:30:22,00:00:03.570,3.57,3570,00:00:03:14,"1","0",,,,,,,,,,,,"0","0","0",,"Mild"
00:05:30.890,330.89,330890,00:05:30:22,00:05:33.000,333.0,333000,00:05:33:00,00:00:02.110,2.11,2110,00:00:02:02,"0","0",,,,,,,,,,,,"0","0","0",,
