Begin Time - hh:mm:ss.ms,Begin Time - ss.msec,Begin Time - msec,Begin Time - PAL,End Time - hh:mm:ss.ms,End Time - ss.msec,End Time - msec,End Time - PAL,Duration - hh:mm:ss.ms,Duration - ss.msec,Duration - msec,Duration - PAL,UserAwkwardness,RobotMistake,UtteranceContent,Gaze,Smile,FacialExpression,Pauses,Laughter,Nod(Yes),HeadShake(No),HeadMovement,HandGesture,BodyGesture,RobotInterruption,RobotNonResponding,RobotInappropriateResponse,Other,Severeness
00:00.0,0,0,00:00:00:00,00:21.8,21.79,21790,00:00:21:19,00:21.8,21.79,21790,00:00:21:19,0,0,,,,,,,,,,,,0,0,0,,
00:21.8,21.79,21790,00:00:21:19,00:37.9,37.86,37860,00:00:37:21,00:16.1,16.07,16070,00:00:16:01,0,1,,,,,,,,,,,,0,0,0,The robot freezes\ there 's a long pause between the scr'pted sentences,
00:37.9,37.86,37860,00:00:37:21,00:57.3,57.34,57340,00:00:57:08,00:19.5,19.48,19480,00:00:19:12,1,1,,,,,,,,,,,,0,0,0,The robot freezes\ there 's a long pause between the scr'pted sentences,Mild
00:57.3,57.34,57340,00:00:57:08,00:59.1,59.09,59090,00:00:59:02,00:01.8,1.75,1750,00:00:01:18,1,0,,,,,,,,,,,,0,0,0,,Mild
00:59.1,59.09,59090,00:00:59:02,02:29.2,149.15,149150,00:02:29:03,01:30.1,90.06,90060,00:01:30:01,0,0,,,,,,,,,,,,0,0,0,,
02:29.2,149.15,149150,00:02:29:03,02:35.3,155.28,155280,00:02:35:07,00:06.1,6.13,6130,00:00:06:03,0,1,,,,,,,,,,,,0,1,0,,
02:35.3,155.28,155280,00:02:35:07,02:39.2,159.22,159220,00:02:39:05,00:03.9,3.94,3940,00:00:03:23,0,0,,,,,,,,,,,,0,0,0,,
02:39.2,159.22,159220,00:02:39:05,02:45.6,165.59,165590,00:02:45:14,00:06.4,6.37,6370,00:00:06:09,0,1,,,,,,,,,,,,0,1,0,,
02:45.6,165.59,165590,00:02:45:14,02:58.1,178.13,178130,00:02:58:03,00:12.5,12.54,12540,00:00:12:13,0,0,,,,,,,,,,,,0,0,0,,
02:58.1,178.13,178130,00:02:58:03,03:05.0,184.96,184960,00:03:04:24,00:06.8,6.83,6830,00:00:06:20,0,1,,,,,,,,,,,,0,1,0,,
03:05.0,184.96,184960,00:03:04:24,03:20.3,200.3,200300,00:03:20:07,00:15.3,15.34,15340,00:00:15:08,0,0,,,,,,,,,,,,0,0,0,,
03:20.3,200.3,200300,00:03:20:07,03:26.6,206.58,206580,00:03:26:14,00:06.3,6.28,6280,00:00:06:07,0,1,,,,,,,,,,,,0,1,0,,
03:26.6,206.58,206580,00:03:26:14,03:35.8,215.83,215830,00:03:35:20,00:09.3,9.25,9250,00:00:09:06,0,0,,,,,,,,,,,,0,0,0,,
03:35.8,215.83,215830,00:03:35:20,03:40.7,220.67,220670,00:03:40:16,00:04.8,4.84,4840,00:00:04:21,0,1,,,,,,,,,,,,0,1,0,,
03:40.7,220.67,220670,00:03:40:16,03:54.2,234.21,234210,00:03:54:05,00:13.5,13.54,13540,00:00:13:13,0,0,,,,,,,,,,,,0,0,0,,
03:54.2,234.21,234210,00:03:54:05,03:58.7,238.7,238700,00:03:58:17,00:04.5,4.49,4490,00:00:04:12,0,1,,,,,,,,,,,,0,0,0,The backchannelling response occurs after a long pause,
03:58.7,238.7,238700,00:03:58:17,03:58.9,238.88,238880,00:03:58:22,00:00.2,0.18,180,00:00:00:04,0,0,,,,,,,,,,,,0,0,0,,
03:58.9,238.9,238900,00:03:58:22,04:03.3,243.29,243290,00:04:03:07,00:04.4,4.39,4390,00:00:04:09,1,1,,,,,,,,,,,,0,1,0,,Mild
04:03.3,243.29,243290,00:04:03:07,04:04.0,243.97,243970,00:04:03:24,00:00.7,0.68,680,00:00:00:17,0,1,,,,,,,,,,,,0,1,0,,
04:04.0,243.97,243970,00:04:03:24,04:20.9,260.86,260860,00:04:20:21,00:16.9,16.89,16890,00:00:16:22,0,0,,,,,,,,,,,,0,0,0,,
04:20.9,260.86,260860,00:04:20:21,04:28.0,267.96,267960,00:04:27:24,00:07.1,7.1,7100,00:00:07:02,0,1,,,,,,,,,,,,0,1,0,,
04:28.0,267.96,267960,00:04:27:24,05:06.0,306,306000,00:05:06:00,00:38.0,38.04,38040,00:00:38:01,0,0,,,,,,,,,,,,0,0,0,,
