"Begin Time - hh:mm:ss.ms","Begin Time - ss.msec","Begin Time - msec","Begin Time - PAL","End Time - hh:mm:ss.ms","End Time - ss.msec","End Time - msec","End Time - PAL","Duration - hh:mm:ss.ms","Duration - ss.msec","Duration - msec","Duration - PAL","UserAwkwardness","RobotMistake","UtteranceContent","Gaze","Smile","FacialExpression","Pauses","Laughter","Nod(Yes)","HeadShake(No)","HeadMovement","HandGesture","BodyGesture","RobotInterruption","RobotNonResponding","RobotInappropriateResponse","Other","Severeness"
00:00:00.000,0.0,0,00:00:00:00,00:00:51.890,51.89,51890,00:00:51:22,00:00:51.890,51.89,51890,00:00:51:22,"0","0",,,,,,,,,,,,"0","0","0",,
00:00:51.890,51.89,51890,00:00:51:22,00:00:58.680,58.68,58680,00:00:58:17,00:00:06.790,6.79,6790,00:00:06:19,"1","0",,,,,,,,,,,,"0","0","0",,"Mild"
00:00:58.680,58.68,58680,00:00:58:17,00:01:02.780,62.78,62780,00:01:02:19,00:00:04.100,4.1,4100,00:00:04:02,"1","1",,,,,,,,,,,,"0","1","0",,"Mild"
00:01:02.780,62.78,62780,00:01:02:19,00:01:05.400,65.4,65400,00:01:05:10,00:00:02.620,2.62,2620,00:00:02:15,"0","1",,,,,,,,,,,,"0","1","0",,
00:01:05.400,65.4,65400,00:01:05:10,00:01:38.770,98.77,98770,00:01:38:19,00:00:33.370,33.37,33370,00:00:33:09,"0","0",,,,,,,,,,,,"0","0","0",,
00:01:38.770,98.77,98770,00:01:38:19,00:01:44.100,104.1,104100,00:01:44:02,00:00:05.330,5.33,5330,00:00:05:08,"0","1",,,,,,,,,,,,"0","0","0","Robot speech freezes",
00:01:44.100,104.1,104100,00:01:44:02,00:03:00.090,180.09,180090,00:03:00:02,00:01:15.990,75.99,75990,00:01:15:24,"0","0",,,,,,,,,,,,"0","0","0",,
00:03:00.090,180.09,180090,00:03:00:02,00:03:07.480,187.48,187480,00:03:07:12,00:00:07.390,7.39,7390,00:00:07:09,"0","1",,,,,,,,,,,,"0","1","0",,
00:03:07.480,187.48,187480,00:03:07:12,00:03:16.040,196.04,196040,00:03:16:01,00:00:08.560,8.56,8560,00:00:08:14,"0","0",,,,,,,,,,,,"0","0","0",,
00:03:16.040,196.04,196040,00:03:16:01,00:03:20.200,200.2,200200,00:03:20:05,00:00:04.160,4.16,4160,00:00:04:04,"0","1",,,,,,,,,,,,"0","1","0",,
00:03:20.200,200.2,200200,00:03:20:05,00:03:28.370,208.37,208370,00:03:28:09,00:00:08.170,8.17,8170,00:00:08:04,"0","0",,,,,,,,,,,,"0","0","0",,
00:03:28.370,208.37,208370,00:03:28:09,00:03:35.730,215.73,215730,00:03:35:18,00:00:07.360,7.36,7360,00:00:07:09,"0","1",,,,,,,,,,,,"0","1","0",,
00:03:35.730,215.73,215730,00:03:35:18,00:03:56.000,236.0,236000,00:03:56:00,00:00:20.270,20.27,20270,00:00:20:06,"0","0",,,,,,,,,,,,"0","0","0",,
00:03:56.000,236.0,236000,00:03:56:00,00:04:02.650,242.65,242650,00:04:02:16,00:00:06.650,6.65,6650,00:00:06:16,"0","1",,,,,,,,,,,,"0","1","0","There is a period of silence after the backchannelling response",
00:04:02.650,242.65,242650,00:04:02:16,00:04:11.040,251.04,251040,00:04:11:01,00:00:08.390,8.39,8390,00:00:08:09,"0","0",,,,,,,,,,,,"0","0","0",,
00:04:11.040,251.04,251040,00:04:11:01,00:04:17.550,257.55,257550,00:04:17:13,00:00:06.510,6.51,6510,00:00:06:12,"0","1",,,,,,,,,,,,"0","1","0",,
00:04:17.550,257.55,257550,00:04:17:13,00:04:28.850,268.85,268850,00:04:28:21,00:00:11.300,11.3,11300,00:00:11:07,"0","0",,,,,,,,,,,,"0","0","0",,
00:04:28.850,268.85,268850,00:04:28:21,00:04:35.780,275.78,275780,00:04:35:19,00:00:06.930,6.93,6930,00:00:06:23,"0","1",,,,,,,,,,,,"0","1","0","There is a period of silence after the backchannelling response",
00:04:35.780,275.78,275780,00:04:35:19,00:04:56.150,296.15,296150,00:04:56:03,00:00:20.370,20.37,20370,00:00:20:09,"0","0",,,,,,,,,,,,"0","0","0",,
00:04:56.150,296.15,296150,00:04:56:03,00:05:03.770,303.77,303770,00:05:03:19,00:00:07.620,7.62,7620,00:00:07:15,"0","1",,,,,,,,,,,,"0","1","0",,
00:05:03.770,303.77,303770,00:05:03:19,00:05:47.000,347.0,347000,00:05:47:00,00:00:43.230,43.23,43230,00:00:43:05,"0","0",,,,,,,,,,,,"0","0","0",,
