"Begin Time - hh:mm:ss.ms","Begin Time - ss.msec","Begin Time - msec","Begin Time - PAL","End Time - hh:mm:ss.ms","End Time - ss.msec","End Time - msec","End Time - PAL","Duration - hh:mm:ss.ms","Duration - ss.msec","Duration - msec","Duration - PAL","UserAwkwardness","RobotMistake","UtteranceContent","Gaze","Smile","FacialExpression","Pauses","Laughter","Nod(Yes)","HeadShake(No)","HeadMovement","HandGesture","BodyGesture","RobotInterruption","RobotNonResponding","RobotInappropriateResponse","Other","Severeness"
00:00:00.000,0.0,0,00:00:00:00,00:00:06.290,6.29,6290,00:00:06:07,00:00:06.290,6.29,6290,00:00:06:07,"0","0",,,,,,,,,,,,"0","0","0",,
00:00:06.290,6.29,6290,00:00:06:07,00:00:10.020,10.02,10020,00:00:10:00,00:00:03.730,3.73,3730,00:00:03:18,"0","1",,,,,,,,,,,,"0","1","0",,
00:00:10.020,10.02,10020,00:00:10:00,00:01:12.840,72.84,72840,00:01:12:21,00:01:02.820,62.82,62820,00:01:02:20,"1","1",,,,,,,,,,,,"0","1","0",,"Severe"
00:01:12.840,72.84,72840,00:01:12:21,00:01:16.520,76.52,76520,00:01:16:13,00:00:03.680,3.68,3680,00:00:03:17,"1","0",,,,,,,,,,,,"0","0","0",,"Severe"
00:01:16.520,76.52,76520,00:01:16:13,00:01:18.080,78.08,78080,00:01:18:02,00:00:01.560,1.56,1560,00:00:01:14,"0","0",,,,,,,,,,,,"0","0","0",,
00:01:18.080,78.08,78080,00:01:18:02,00:01:21.640,81.64,81640,00:01:21:16,00:00:03.560,3.56,3560,00:00:03:14,"0","1",,,,,,,,,,,,"0","1","0",,
00:01:21.640,81.64,81640,00:01:21:16,00:01:43.190,103.19,103190,00:01:43:04,00:00:21.550,21.55,21550,00:00:21:13,"1","1",,,,,,,,,,,,"0","1","0",,"Mild"
00:01:43.190,103.19,103190,00:01:43:04,00:01:44.150,104.15,104150,00:01:44:03,00:00:00.960,0.96,960,00:00:00:24,"1","0",,,,,,,,,,,,"0","0","0",,"Mild"
00:01:44.150,104.15,104150,00:01:44:03,00:01:54.510,114.51,114510,00:01:54:12,00:00:10.360,10.36,10360,00:00:10:09,"0","0",,,,,,,,,,,,"0","0","0",,
00:01:54.510,114.51,114510,00:01:54:12,00:01:57.760,117.76,117760,00:01:57:19,00:00:03.250,3.25,3250,00:00:03:06,"0","1",,,,,,,,,,,,"0","1","0",,
