Begin Time - hh:mm:ss.ms,Begin Time - ss.msec,Begin Time - msec,Begin Time - PAL,End Time - hh:mm:ss.ms,End Time - ss.msec,End Time - msec,End Time - PAL,Duration - hh:mm:ss.ms,Duration - ss.msec,Duration - msec,Duration - PAL,UserAwkwardness,RobotMistake,UtteranceContent,Gaze,Smile,FacialExpression,Pauses,Laughter,Nod(Yes),HeadShake(No),HeadMovement,HandGesture,BodyGesture,RobotInterruption,RobotNonResponding,RobotInappropriateResponse,Other,Severeness
00:00.0,0,0,00:00:00:00,00:44.1,44.06,44060,00:00:44:01,00:44.1,44.06,44060,00:00:44:01,0,0,,,,,,,,,,,,0,0,0,,
00:44.1,44.06,44060,00:00:44:01,00:50.9,50.94,50940,00:00:50:23,00:06.9,6.88,6880,00:00:06:22,0,1,,,,,,,,,,,,0,1,0,,
00:50.9,50.94,50940,00:00:50:23,02:27.3,147.28,147280,00:02:27:07,01:36.3,96.34,96340,00:01:36:08,0,0,,,,,,,,,,,,0,0,0,,
02:27.3,147.28,147280,00:02:27:07,02:31.4,151.42,151420,00:02:31:10,00:04.1,4.14,4140,00:00:04:03,1,0,,,,,,,,,,,,0,0,0,,Mild
02:31.4,151.42,151420,00:02:31:10,02:38.2,158.21,158210,00:02:38:05,00:06.8,6.79,6790,00:00:06:19,0,0,,,,,,,,,,,,0,0,0,,
02:38.2,158.21,158210,00:02:38:05,02:39.5,159.46,159460,00:02:39:11,00:01.3,1.25,1250,00:00:01:06,0,1,,,,,,,,,,,,1,0,0,"The ""Aha"" response was a little bit interruptive",
02:39.5,159.46,159460,00:02:39:11,02:41.4,161.42,161420,00:02:41:10,00:02.0,1.96,1960,00:00:01:24,0,0,,,,,,,,,,,,0,0,0,,
02:41.4,161.42,161420,00:02:41:10,02:46.9,166.94,166940,00:02:46:23,00:05.5,5.52,5520,00:00:05:13,0,1,,,,,,,,,,,,0,1,0,,
02:46.9,166.94,166940,00:02:46:23,03:03.2,183.17,183170,00:03:03:04,00:16.2,16.23,16230,00:00:16:05,0,0,,,,,,,,,,,,0,0,0,,
03:03.2,183.17,183170,00:03:03:04,03:08.5,188.46,188460,00:03:08:11,00:05.3,5.29,5290,00:00:05:07,0,1,,,,,,,,,,,,0,1,0,,
03:08.5,188.46,188460,00:03:08:11,03:18.6,198.59,198590,00:03:18:14,00:10.1,10.13,10130,00:00:10:03,0,0,,,,,,,,,,,,0,0,0,,
03:18.6,198.59,198590,00:03:18:14,03:19.3,199.35,199350,00:03:19:08,00:00.8,0.76,760,00:00:00:19,0,1,,,,,,,,,,,,0,0,0,The backchannelling response occured before the participant started to respond,
03:19.4,199.39,199390,00:03:19:09,03:26.5,206.52,206520,00:03:26:13,00:07.1,7.13,7130,00:00:07:03,1,0,,,,,,,,,,,,0,0,0,,Severe
03:26.5,206.52,206520,00:03:26:13,03:30.5,210.49,210490,00:03:30:12,00:04.0,3.97,3970,00:00:03:24,1,1,,,,,,,,,,,,1,0,0,The robot concluded the exercise before the participant could respond and was still thinking,Severe
03:30.5,210.49,210490,00:03:30:12,03:38.9,218.87,218870,00:03:38:21,00:08.4,8.38,8380,00:00:08:09,1,0,,,,,,,,,,,,0,0,0,,Severe
03:38.9,218.87,218870,00:03:38:21,03:54.2,234.2,234200,00:03:54:05,00:15.3,15.33,15330,00:00:15:08,0,0,,,,,,,,,,,,0,0,0,,
03:54.2,234.2,234200,00:03:54:05,03:59.6,239.63,239630,00:03:59:15,00:05.4,5.43,5430,00:00:05:10,0,1,,,,,,,,,,,,0,1,0,,
03:59.6,239.63,239630,00:03:59:15,04:10.4,250.41,250410,00:04:10:10,00:10.8,10.78,10780,00:00:10:19,0,0,,,,,,,,,,,,0,0,0,,
04:10.4,250.41,250410,00:04:10:10,04:11.5,251.54,251540,00:04:11:13,00:01.1,1.13,1130,00:00:01:03,0,1,,,,,,,,,,,,1,0,0,"The ""Oh I see"" response was interruptive",
04:11.5,251.54,251540,00:04:11:13,04:25.3,265.32,265320,00:04:25:08,00:13.8,13.78,13780,00:00:13:19,0,0,,,,,,,,,,,,0,0,0,,
04:25.3,265.32,265320,00:04:25:08,04:30.2,270.18,270180,00:04:30:04,00:04.9,4.86,4860,00:00:04:21,0,1,,,,,,,,,,,,0,,0,,
04:30.2,270.18,270180,00:04:30:04,04:45.4,285.38,285380,00:04:45:09,00:15.2,15.2,15200,00:00:15:05,0,0,,,,,,,,,,,,0,0,0,,
04:45.4,285.38,285380,00:04:45:09,04:50.8,290.76,290760,00:04:50:19,00:05.4,5.38,5380,00:00:05:09,0,1,,,,,,,,,,,,0,1,0,,
04:50.8,290.76,290760,00:04:50:19,05:11.3,311.35,311350,00:05:11:08,00:20.6,20.59,20590,00:00:20:14,0,0,,,,,,,,,,,,0,0,0,,
05:11.3,311.35,311350,00:05:11:08,05:16.9,316.91,316910,00:05:16:22,00:05.6,5.56,5560,00:00:05:14,0,1,,,,,,,,,,,,0,1,0,,
05:16.9,316.91,316910,00:05:16:22,06:01.0,361,361000,00:06:01:00,00:44.1,44.09,44090,00:00:44:02,0,0,,,,,,,,,,,,0,0,0,,
