Begin Time - hh:mm:ss.ms,Begin Time - ss.msec,Begin Time - msec,Begin Time - PAL,End Time - hh:mm:ss.ms,End Time - ss.msec,End Time - msec,End Time - PAL,Duration - hh:mm:ss.ms,Duration - ss.msec,Duration - msec,Duration - PAL,UserAwkwardness,RobotMistake,UtteranceContent,Gaze,Smile,FacialExpression,Pauses,Laughter,Nod(Yes),HeadShake(No),HeadMovement,HandGesture,BodyGesture,RobotInterruption,RobotNonResponding,RobotInappropriateResponse,Other,Severeness
00:00.0,0,0,00:00:00:00,00:47.4,47.39,47390,00:00:47:09,00:47.4,47.39,47390,00:00:47:09,0,0,,,,,,,,,,,,0,0,0,,
00:47.4,47.39,47390,00:00:47:09,01:03.0,63,63000,00:01:03:00,00:15.6,15.61,15610,00:00:15:15,1,1,,,,,,,,,,,,0,0,1,The robot does not respond the participants question and continues the exercise,Mild
01:03.0,63,63000,00:01:03:00,02:00.7,120.69,120690,00:02:00:17,00:57.7,57.69,57690,00:00:57:17,0,0,,,,,,,,,,,,0,0,0,,
02:00.7,120.69,120690,00:02:00:17,02:27.5,147.51,147510,00:02:27:12,00:26.8,26.82,26820,00:00:26:20,1,1,,,,,,,,,,,,0,1,0,,Mild
02:27.5,147.51,147510,00:02:27:12,03:30.7,210.67,210670,00:03:30:16,01:03.2,63.16,63160,00:01:03:04,0,0,,,,,,,,,,,,0,0,0,,
03:30.7,210.67,210670,00:03:30:16,03:54.6,234.62,234620,00:03:54:15,00:23.9,23.95,23950,00:00:23:23,1,1,,,,,,,,,,,,0,1,0,,Mild
03:54.6,234.64,234640,00:03:54:16,03:56.7,236.75,236750,00:03:56:18,00:02.1,2.11,2110,00:00:02:02,0,1,,,,,,,,,,,,0,0,0,"The robot continues the exercise, but is a little bit unrelevant to what the participant says",
03:56.8,236.76,236760,00:03:56:19,04:02.5,242.55,242550,00:04:02:13,00:05.8,5.79,5790,00:00:05:19,1,0,"(Participant) ""You interrupted me, that was a bit weird. Why did you do that?""",,,,,,,,,,,0,0,0,,Severe
04:02.5,242.55,242550,00:04:02:13,04:04.1,244.12,244120,00:04:04:03,00:01.6,1.57,1570,00:00:01:14,1,1,"(Participant) ""You interrupted me, that was a bit weird. Why did you do that?""",,,,,,,,,,,1,0,0,,Severe
04:04.1,244.12,244120,00:04:04:03,04:12.1,252.11,252110,00:04:12:02,00:08.0,7.99,7990,00:00:07:24,1,0,"(Participant) ""You interrupted me, that was a bit weird. Why did you do that?""",,,,,,,,,,,0,0,0,,Severe
04:12.1,252.11,252110,00:04:12:02,04:13.7,253.73,253730,00:04:13:18,00:01.6,1.62,1620,00:00:01:15,1,1,"(Participant) ""You interrupted me, that was a bit weird. Why did you do that?""",,,,,,,,,,,0,1,1,The robot does not answer the participants question and continues the exercise,Severe
04:13.7,253.73,253730,00:04:13:18,04:24.0,264.02,264020,00:04:24:00,00:10.3,10.29,10290,00:00:10:07,0,1,,,,,,,,,,,,0,1,1,The robot does not answer the participants question and continues the exercise,
04:24.0,264.02,264020,00:04:24:00,04:46.4,286.39,286390,00:04:46:09,00:22.4,22.37,22370,00:00:22:09,0,0,,,,,,,,,,,,0,0,0,,
04:46.4,286.39,286390,00:04:46:09,04:58.5,298.47,298470,00:04:58:11,00:12.1,12.08,12080,00:00:12:02,1,1,,,,,,,,,,,,0,1,0,,
04:58.5,298.47,298470,00:04:58:11,05:08.0,307.96,307960,00:05:07:24,00:09.5,9.49,9490,00:00:09:12,0,0,,,,,,,,,,,,0,0,0,,
05:08.0,307.96,307960,00:05:07:24,05:17.6,317.63,317630,00:05:17:15,00:09.7,9.67,9670,00:00:09:16,1,0,,,,,,,,,,,,0,0,0,"The backchannelling response occurs after the participant answered the question, there is just silence afterwards",Mild
05:17.6,317.63,317630,00:05:17:15,07:09.0,429,429000,00:07:09:00,01:51.4,111.37,111370,00:01:51:09,0,0,,,,,,,,,,,,0,0,0,,
