Begin Time - hh:mm:ss.ms,Begin Time - ss.msec,Begin Time - msec,Begin Time - PAL,End Time - hh:mm:ss.ms,End Time - ss.msec,End Time - msec,End Time - PAL,Duration - hh:mm:ss.ms,Duration - ss.msec,Duration - msec,Duration - PAL,UserAwkwardness,RobotMistake,UtteranceContent,Gaze,Smile,FacialExpression,Pauses,Laughter,Nod(Yes),HeadShake(No),HeadMovement,HandGesture,BodyGesture,RobotInterruption,RobotNonResponding,RobotInappropriateResponse,Other,Severeness
00:00.0,0,0,00:00:00:00,02:49.8,169.8,169800,00:02:49:20,02:49.8,169.8,169800,00:02:49:20,0,0,,,,,,,,,,,,0,0,0,,
02:49.8,169.8,169800,00:02:49:20,02:53.5,173.53,173530,00:02:53:13,00:03.7,3.73,3730,00:00:03:18,1,0,,,,,,,,,,,,0,0,0,,Mild
02:53.5,173.53,173530,00:02:53:13,02:58.5,178.47,178470,00:02:58:11,00:04.9,4.94,4940,00:00:04:23,1,1,,,,,,,,,,,,0,1,0,,Mild
02:58.5,178.47,178470,00:02:58:11,03:08.2,188.18,188180,00:03:08:04,00:09.7,9.71,9710,00:00:09:17,0,0,,,,,,,,,,,,0,0,0,,
03:08.2,188.18,188180,00:03:08:04,03:11.7,191.74,191740,00:03:11:18,00:03.6,3.56,3560,00:00:03:14,1,0,,,,,,,,,,,,0,0,0,The backchannelling response makes the participant laugh,Mild
03:11.7,191.74,191740,00:03:11:18,03:15.8,195.84,195840,00:03:15:21,00:04.1,4.1,4100,00:00:04:02,0,0,,,,,,,,,,,,0,0,0,,
03:15.8,195.84,195840,00:03:15:21,03:21.0,201.01,201010,00:03:21:00,00:05.2,5.17,5170,00:00:05:04,0,1,,,,,,,,,,,,0,1,0,,
03:21.0,201.01,201010,00:03:21:00,03:47.5,227.48,227480,00:03:47:12,00:26.5,26.47,26470,00:00:26:11,0,0,,,,,,,,,,,,0,0,0,,
03:47.5,227.48,227480,00:03:47:12,03:51.7,231.65,231650,00:03:51:16,00:04.2,4.17,4170,00:00:04:04,0,1,,,,,,,,,,,,0,1,0,,
03:51.7,231.65,231650,00:03:51:16,04:16.3,256.35,256350,00:04:16:08,00:24.7,24.7,24700,00:00:24:17,0,0,,,,,,,,,,,,0,0,0,,
04:16.3,256.35,256350,00:04:16:08,04:20.2,260.16,260160,00:04:20:04,00:03.8,3.81,3810,00:00:03:20,0,1,,,,,,,,,,,,0,1,0,,
04:20.2,260.16,260160,00:04:20:04,04:58.1,298.1,298100,00:04:58:02,00:37.9,37.94,37940,00:00:37:23,0,0,,,,,,,,,,,,0,0,0,,
04:58.1,298.1,298100,00:04:58:02,05:01.8,301.82,301820,00:05:01:20,00:03.7,3.72,3720,00:00:03:18,1,1,,,,,,,,,,,,1,0,0,,Mild
05:01.8,301.82,301820,00:05:01:20,06:28.0,387.95,387950,00:06:27:23,01:26.1,86.13,86130,00:01:26:03,0,0,,,,,,,,,,,,0,0,0,,
06:28.0,387.95,387950,00:06:27:23,06:32.7,392.69,392690,00:06:32:17,00:04.7,4.74,4740,00:00:04:18,0,1,,,,,,,,,,,,0,1,0,,
06:32.7,392.7,392700,00:06:32:17,06:33.9,393.93,393930,00:06:33:23,00:01.2,1.23,1230,00:00:01:05,1,1,,,,,,,,,,,,1,1,0,,Mild
06:33.9,393.93,393930,00:06:33:23,06:37.5,397.45,397450,00:06:37:11,00:03.5,3.52,3520,00:00:03:13,1,1,,,,,,,,,,,,1,0,0,,Mild
06:37.5,397.45,397450,00:06:37:11,06:40.3,400.29,400290,00:06:40:07,00:02.8,2.84,2840,00:00:02:21,1,0,,,,,,,,,,,,0,0,0,,Mild
06:40.3,400.29,400290,00:06:40:07,07:14.0,434,434000,00:07:14:00,00:33.7,33.71,33710,00:00:33:17,0,0,,,,,,,,,,,,0,0,0,,
