"Begin Time - hh:mm:ss.ms","Begin Time - ss.msec","Begin Time - msec","Begin Time - PAL","End Time - hh:mm:ss.ms","End Time - ss.msec","End Time - msec","End Time - PAL","Duration - hh:mm:ss.ms","Duration - ss.msec","Duration - msec","Duration - PAL","UserAwkwardness","RobotMistake","UtteranceContent","Gaze","Smile","FacialExpression","Pauses","Laughter","Nod(Yes)","HeadShake(No)","HeadMovement","HandGesture","BodyGesture","RobotInterruption","RobotNonResponding","RobotInappropriateResponse","Other","Severeness"
00:00:00.000,0.0,0,00:00:00:00,00:01:21.770,81.77,81770,00:01:21:19,00:01:21.770,81.77,81770,00:01:21:19,"0","0",,,,,,,,,,,,"0","0","0",,
00:01:21.770,81.77,81770,00:01:21:19,00:01:29.880,89.88,89880,00:01:29:22,00:00:08.110,8.11,8110,00:00:08:02,"0","1",,,,,,,,,,,,"0","1","0",,
00:01:29.880,89.88,89880,00:01:29:22,00:02:02.790,122.79,122790,00:02:02:19,00:00:32.910,32.91,32910,00:00:32:22,"0","0",,,,,,,,,,,,"0","0","0",,
00:02:02.790,122.79,122790,00:02:02:19,00:02:07.390,127.39,127390,00:02:07:09,00:00:04.600,4.6,4600,00:00:04:15,"0","1",,,,,,,,,,,,"0","0","0","Robot speech freezes",
00:02:07.390,127.39,127390,00:02:07:09,00:04:16.470,256.47,256470,00:04:16:11,00:02:09.080,129.08,129080,00:02:09:02,"0","0",,,,,,,,,,,,"0","0","0",,
00:04:16.470,256.47,256470,00:04:16:11,00:04:23.730,263.73,263730,00:04:23:18,00:00:07.260,7.26,7260,00:00:07:06,"0","1",,,,,,,,,,,,"0","1","0",,
00:04:23.730,263.73,263730,00:04:23:18,00:04:36.060,276.06,276060,00:04:36:01,00:00:12.330,12.33,12330,00:00:12:08,"0","0",,,,,,,,,,,,"0","0","0",,
00:04:36.060,276.06,276060,00:04:36:01,00:04:36.610,276.61,276610,00:04:36:15,00:00:00.550,0.55,550,00:00:00:13,"0","1",,,,,,,,,,,,"1","0","0",,
00:04:36.610,276.61,276610,00:04:36:15,00:04:36.930,276.93,276930,00:04:36:23,00:00:00.320,0.32,320,00:00:00:08,"1","1",,,,,,,,,,,,"1","0","0",,"Mild"
00:04:36.930,276.93,276930,00:04:36:23,00:04:45.050,285.05,285050,00:04:45:01,00:00:08.120,8.12,8120,00:00:08:03,"1","0",,,,,,,,,,,,"0","0","0",,"Mild"
00:04:45.050,285.05,285050,00:04:45:01,00:05:18.030,318.03,318030,00:05:18:00,00:00:32.980,32.98,32980,00:00:32:24,"0","0",,,,,,,,,,,,"0","0","0",,
00:05:18.030,318.03,318030,00:05:18:00,00:05:23.950,323.95,323950,00:05:23:23,00:00:05.920,5.92,5920,00:00:05:23,"0","1",,,,,,,,,,,,"0","1","0",,
00:05:23.950,323.95,323950,00:05:23:23,00:05:41.970,341.97,341970,00:05:41:24,00:00:18.020,18.02,18020,00:00:18:00,"0","0",,,,,,,,,,,,"0","0","0",,
00:05:41.970,341.97,341970,00:05:41:24,00:05:42.400,342.4,342400,00:05:42:10,00:00:00.430,0.43,430,00:00:00:10,"0","1",,,,,,,,,,,,"1","0","0",,
00:05:42.400,342.4,342400,00:05:42:10,00:05:44.230,344.23,344230,00:05:44:05,00:00:01.830,1.83,1830,00:00:01:20,"1","1",,,,,,,,,,,,"1","0","0",,"Mild"
00:05:44.230,344.23,344230,00:05:44:05,00:05:51.870,351.87,351870,00:05:51:21,00:00:07.640,7.64,7640,00:00:07:16,"1","0",,,,,,,,,,,,"0","0","0",,"Mild"
00:05:51.870,351.87,351870,00:05:51:21,00:06:01.450,361.45,361450,00:06:01:11,00:00:09.580,9.58,9580,00:00:09:14,"0","0",,,,,,,,,,,,"0","0","0",,
00:06:01.450,361.45,361450,00:06:01:11,00:06:01.700,361.7,361700,00:06:01:17,00:00:00.250,0.25,250,00:00:00:06,"0","1",,,,,,,,,,,,"0","1","0",,
00:06:01.700,361.7,361700,00:06:01:17,00:06:02.070,362.07,362070,00:06:02:01,00:00:00.370,0.37,370,00:00:00:09,"1","1",,,,,,,,,,,,"0","1","0",,"Mild"
00:06:02.070,362.07,362070,00:06:02:01,00:06:03.720,363.72,363720,00:06:03:18,00:00:01.650,1.65,1650,00:00:01:16,"1","0",,,,,,,,,,,,"0","0","0",,"Mild"
00:06:03.720,363.72,363720,00:06:03:18,00:06:32.050,392.05,392050,00:06:32:01,00:00:28.330,28.33,28330,00:00:28:08,"0","0",,,,,,,,,,,,"0","0","0",,
00:06:32.050,392.05,392050,00:06:32:01,00:06:39.510,399.51,399510,00:06:39:12,00:00:07.460,7.46,7460,00:00:07:11,"0","1",,,,,,,,,,,,"0","1","0",,
00:06:39.510,399.51,399510,00:06:39:12,00:07:47.490,467.49,467490,00:07:47:12,00:01:07.980,67.98,67980,00:01:07:24,"0","0",,,,,,,,,,,,"0","0","0",,
00:07:47.490,467.49,467490,00:07:47:12,00:07:53.970,473.97,473970,00:07:53:24,00:00:06.480,6.48,6480,00:00:06:12,"0","1",,,,,,,,,,,,"0","1","0",,
00:07:53.970,473.97,473970,00:07:53:24,00:08:04.540,484.54,484540,00:08:04:13,00:00:10.570,10.57,10570,00:00:10:14,"0","0",,,,,,,,,,,,"0","0","0",,
