Begin Time - hh:mm:ss.ms,Begin Time - ss.msec,Begin Time - msec,Begin Time - PAL,End Time - hh:mm:ss.ms,End Time - ss.msec,End Time - msec,End Time - PAL,Duration - hh:mm:ss.ms,Duration - ss.msec,Duration - msec,Duration - PAL,UserAwkwardness,RobotMistake,UtteranceContent,Gaze,Smile,FacialExpression,Pauses,Laughter,Nod(Yes),HeadShake(No),HeadMovement,HandGesture,BodyGesture,RobotInterruption,RobotNonResponding,RobotInappropriateResponse,Other,Severeness
00:00.0,0,0,00:00:00:00,00:46.3,46.25,46250,00:00:46:06,00:46.3,46.25,46250,00:00:46:06,0,0,,,,,,,,,,,,0,0,0,,
00:46.3,46.25,46250,00:00:46:06,00:52.9,52.93,52930,00:00:52:23,00:06.7,6.68,6680,00:00:06:17,0,1,,,,,,,,,,,,0,1,0,,
00:52.9,52.93,52930,00:00:52:23,02:40.0,159.95,159950,00:02:39:23,01:47.0,107.02,107020,00:01:47:00,0,0,,,,,,,,,,,,0,0,0,,
02:40.0,159.95,159950,00:02:39:23,02:40.5,160.51,160510,00:02:40:12,00:00.6,0.56,560,00:00:00:14,0,1,,,,,,,,,,,,1,0,0,,
02:40.5,160.52,160520,00:02:40:13,02:45.5,165.47,165470,00:02:45:11,00:05.0,4.95,4950,00:00:04:23,0,1,,,,,,,,,,,,0,1,0,,
02:45.5,165.47,165470,00:02:45:11,02:58.1,178.07,178070,00:02:58:01,00:12.6,12.6,12600,00:00:12:15,0,0,,,,,,,,,,,,0,0,0,,
02:58.1,178.07,178070,00:02:58:01,03:03.5,183.47,183470,00:03:03:11,00:05.4,5.4,5400,00:00:05:10,0,1,,,,,,,,,,,,0,1,0,,
03:03.5,183.47,183470,00:03:03:11,03:14.2,194.25,194250,00:03:14:06,00:10.8,10.78,10780,00:00:10:19,0,0,,,,,,,,,,,,0,0,0,,
03:14.2,194.25,194250,00:03:14:06,03:21.1,201.09,201090,00:03:21:02,00:06.8,6.84,6840,00:00:06:21,0,1,,,,,,,,,,,,0,1,0,"There is a period of silence after the backchannelling response, both the participant and robot do not speak",
03:21.1,201.09,201090,00:03:21:02,03:42.2,222.24,222240,00:03:42:06,00:21.1,21.15,21150,00:00:21:03,0,0,,,,,,,,,,,,0,0,0,,
03:42.2,222.24,222240,00:03:42:06,03:46.6,226.6,226600,00:03:46:15,00:04.4,4.36,4360,00:00:04:09,0,1,,,,,,,,,,,,0,1,0,,
03:46.6,226.6,226600,00:03:46:15,04:00.4,240.41,240410,00:04:00:10,00:13.8,13.81,13810,00:00:13:20,0,0,,,,,,,,,,,,0,0,0,,
04:00.4,240.41,240410,00:04:00:10,04:05.7,245.67,245670,00:04:05:16,00:05.3,5.26,5260,00:00:05:06,0,1,,,,,,,,,,,,0,1,0,,
04:05.7,245.67,245670,00:04:05:16,04:15.7,255.7,255700,00:04:15:17,00:10.0,10.03,10030,00:00:10:00,0,0,,,,,,,,,,,,0,0,0,,
04:15.7,255.7,255700,00:04:15:17,04:16.3,256.31,256310,00:04:16:07,00:00.6,0.61,610,00:00:00:15,0,1,,,,,,,,,,,,0,0,0,The backchannelling response occurs after the participant has finished their answer,
04:16.3,256.32,256320,00:04:16:08,04:21.7,261.74,261740,00:04:21:18,00:05.4,5.42,5420,00:00:05:10,0,1,,,,,,,,,,,,0,1,0,,
04:21.7,261.74,261740,00:04:21:18,04:44.2,284.17,284170,00:04:44:04,00:22.4,22.43,22430,00:00:22:10,0,0,,,,,,,,,,,,0,0,0,,
04:44.2,284.17,284170,00:04:44:04,04:49.9,289.93,289930,00:04:49:23,00:05.8,5.76,5760,00:00:05:19,0,1,,,,,,,,,,,,0,1,0,,
04:49.9,289.93,289930,00:04:49:23,05:33.0,333,333000,00:05:33:00,00:43.1,43.07,43070,00:00:43:01,0,0,,,,,,,,,,,,0,0,0,,
