"Begin Time - hh:mm:ss.ms","Begin Time - ss.msec","Begin Time - msec","Begin Time - PAL","End Time - hh:mm:ss.ms","End Time - ss.msec","End Time - msec","End Time - PAL","Duration - hh:mm:ss.ms","Duration - ss.msec","Duration - msec","Duration - PAL","UserAwkwardness","RobotMistake","UtteranceContent","Gaze","Smile","FacialExpression","Pauses","Laughter","Nod(Yes)","HeadShake(No)","HeadMovement","HandGesture","BodyGesture","RobotInterruption","RobotNonResponding","RobotInappropriateResponse","Other","Severeness"
00:00:00.000,0.0,0,00:00:00:00,00:00:56.790,56.79,56790,00:00:56:19,00:00:56.790,56.79,56790,00:00:56:19,"0","0",,,,,,,,,,,,"0","0","0",,
00:00:56.790,56.79,56790,00:00:56:19,00:01:03.310,63.31,63310,00:01:03:07,00:00:06.520,6.52,6520,00:00:06:13,"0","1",,,,,,,,,,,,"0","1","0",,
00:01:03.310,63.31,63310,00:01:03:07,00:01:39.530,99.53,99530,00:01:39:13,00:00:36.220,36.22,36220,00:00:36:05,"0","0",,,,,,,,,,,,"0","0","0",,
00:01:39.530,99.53,99530,00:01:39:13,00:01:45.010,105.01,105010,00:01:45:00,00:00:05.480,5.48,5480,00:00:05:12,"0","1",,,,,,,,,,,,"0","0","0","Robot speech freezes",
00:01:45.010,105.01,105010,00:01:45:00,00:04:42.920,282.92,282920,00:04:42:23,00:02:57.910,177.91,177910,00:02:57:22,"0","0",,,,,,,,,,,,"0","0","0",,
00:04:42.920,282.92,282920,00:04:42:23,00:04:43.040,283.04,283040,00:04:43:01,00:00:00.120,0.12,120,00:00:00:03,"1","0",,,,,,,,,,,,"0","0","0",,"Mild"
00:04:43.040,283.04,283040,00:04:43:01,00:04:46.040,286.04,286040,00:04:46:01,00:00:03.000,3.0,3000,00:00:03:00,"1","1",,,,,,,,,,,,"1","0","0",,"Mild"
00:04:46.040,286.04,286040,00:04:46:01,00:04:50.700,290.7,290700,00:04:50:17,00:00:04.660,4.66,4660,00:00:04:16,"1","0",,,,,,,,,,,,"0","0","0",,"Mild"
00:04:50.700,290.7,290700,00:04:50:17,00:05:22.990,322.99,322990,00:05:22:24,00:00:32.290,32.29,32290,00:00:32:07,"0","0",,,,,,,,,,,,"0","0","0",,
00:05:22.990,322.99,322990,00:05:22:24,00:05:23.190,323.19,323190,00:05:23:04,00:00:00.200,0.2,200,00:00:00:05,"0","1",,,,,,,,,,,,"1","0","0",,
00:05:23.190,323.19,323190,00:05:23:04,00:05:23.590,323.59,323590,00:05:23:14,00:00:00.400,0.4,400,00:00:00:10,"1","1",,,,,,,,,,,,"1","0","0",,"Mild"
00:05:23.590,323.59,323590,00:05:23:14,00:05:29.460,329.46,329460,00:05:29:11,00:00:05.870,5.87,5870,00:00:05:21,"1","0",,,,,,,,,,,,"0","0","0",,"Mild"
00:05:29.460,329.46,329460,00:05:29:11,00:06:29.290,389.29,389290,00:06:29:07,00:00:59.830,59.83,59830,00:00:59:20,"0","0",,,,,,,,,,,,"0","0","0",,
00:06:29.290,389.29,389290,00:06:29:07,00:06:36.610,396.61,396610,00:06:36:15,00:00:07.320,7.32,7320,00:00:07:08,"0","1",,,,,,,,,,,,"0","1","0","There is a period of silence after the backchannelling response",
00:06:36.610,396.61,396610,00:06:36:15,00:08:42.000,522.0,522000,00:08:42:00,00:02:05.390,125.39,125390,00:02:05:09,"0","0",,,,,,,,,,,,"0","0","0",,
