Begin Time - hh:mm:ss.ms,Begin Time - ss.msec,Begin Time - msec,Begin Time - PAL,End Time - hh:mm:ss.ms,End Time - ss.msec,End Time - msec,End Time - PAL,Duration - hh:mm:ss.ms,Duration - ss.msec,Duration - msec,Duration - PAL,UserAwkwardness,RobotMistake,UtteranceContent,Gaze,Smile,FacialExpression,Pauses,Laughter,Nod(Yes),HeadShake(No),HeadMovement,HandGesture,BodyGesture,RobotInterruption,RobotNonResponding,RobotInappropriateResponse,Other,Severeness
00:00.0,0,0,00:00:00:00,00:03.7,3.65,3650,00:00:03:16,00:03.7,3.65,3650,00:00:03:16,0,0,,,,,,,,,,,,0,0,0,,
00:03.7,3.65,3650,00:00:03:16,00:05.0,4.96,4960,00:00:04:24,00:01.3,1.31,1310,00:00:01:07,0,1,,,,,,,,,,,,1,0,0,,
00:05.0,4.96,4960,00:00:04:24,00:58.1,58.15,58150,00:00:58:03,00:53.2,53.19,53190,00:00:53:04,0,0,,,,,,,,,,,,0,0,0,,
00:58.1,58.15,58150,00:00:58:03,00:58.6,58.6,58600,00:00:58:15,00:00.5,0.45,450,00:00:00:11,0,1,,,,,,,,,,,,0,1,0,,
00:58.6,58.6,58600,00:00:58:15,01:05.1,65.05,65050,00:01:05:01,00:06.4,6.45,6450,00:00:06:11,1,1,,,,,,,,,,,,0,1,0,,Mild
01:05.1,65.05,65050,00:01:05:01,01:08.4,68.4,68400,00:01:08:10,00:03.4,3.35,3350,00:00:03:08,1,0,,,,,,,,,,,,0,0,0,,Mild
01:08.4,68.4,68400,00:01:08:10,02:39.8,159.76,159760,00:02:39:19,01:31.4,91.36,91360,00:01:31:09,0,0,,,,,,,,,,,,0,0,0,,
02:39.8,159.76,159760,00:02:39:19,02:45.6,165.64,165640,00:02:45:16,00:05.9,5.88,5880,00:00:05:22,1,1,,,,,,,,,,,,1,0,0,"The robot asks to start sharing the thoughts, but the participant was already describing them",Severe
02:45.7,165.65,165650,00:02:45:16,02:48.6,168.55,168550,00:02:48:13,00:02.9,2.9,2900,00:00:02:22,1,0,,,,,,,,,,,,0,0,0,,Mild
02:48.6,168.55,168550,00:02:48:13,02:53.8,173.79,173790,00:02:53:19,00:05.2,5.24,5240,00:00:05:06,0,0,,,,,,,,,,,,0,0,0,,
02:53.8,173.79,173790,00:02:53:19,03:00.0,180.03,180030,00:03:00:00,00:06.2,6.24,6240,00:00:06:06,1,1,,,,,,,,,,,,0,1,0,,Mild
03:00.0,180.03,180030,00:03:00:00,03:14.3,194.3,194300,00:03:14:07,00:14.3,14.27,14270,00:00:14:06,0,0,,,,,,,,,,,,0,0,0,,
03:14.3,194.3,194300,00:03:14:07,03:19.6,199.6,199600,00:03:19:15,00:05.3,5.3,5300,00:00:05:07,0,1,,,,,,,,,,,,0,1,0,,
03:19.6,199.6,199600,00:03:19:15,03:30.4,210.37,210370,00:03:30:09,00:10.8,10.77,10770,00:00:10:19,0,0,,,,,,,,,,,,0,0,0,,
03:30.4,210.37,210370,00:03:30:09,03:36.2,216.15,216150,00:03:36:03,00:05.8,5.78,5780,00:00:05:19,1,1,,,,,,,,,,,,0,1,0,,Mild
03:36.2,216.15,216150,00:03:36:03,03:57.8,237.78,237780,00:03:57:19,00:21.6,21.63,21630,00:00:21:15,0,0,,,,,,,,,,,,0,0,0,,
03:57.8,237.78,237780,00:03:57:19,04:02.7,242.66,242660,00:04:02:16,00:04.9,4.88,4880,00:00:04:22,0,1,,,,,,,,,,,,0,1,0,,
04:02.7,242.66,242660,00:04:02:16,04:18.0,257.98,257980,00:04:17:24,00:15.3,15.32,15320,00:00:15:08,0,0,,,,,,,,,,,,0,0,0,,
04:18.0,257.98,257980,00:04:17:24,04:23.3,263.26,263260,00:04:23:06,00:05.3,5.28,5280,00:00:05:07,0,1,,,,,,,,,,,,0,1,0,,
04:23.3,263.26,263260,00:04:23:06,04:42.6,282.57,282570,00:04:42:14,00:19.3,19.31,19310,00:00:19:07,0,0,,,,,,,,,,,,0,0,0,,
04:42.6,282.57,282570,00:04:42:14,04:48.4,288.39,288390,00:04:48:09,00:05.8,5.82,5820,00:00:05:20,0,1,,,,,,,,,,,,0,1,0,,
04:48.4,288.39,288390,00:04:48:09,05:29.7,329.66,329660,00:05:29:16,00:41.3,41.27,41270,00:00:41:06,0,0,,,,,,,,,,,,0,0,0,,
05:29.7,329.66,329660,00:05:29:16,05:35.5,335.54,335540,00:05:35:13,00:05.9,5.88,5880,00:00:05:22,0,1,,,,,,,,,,,,0,1,0,,
05:35.5,335.54,335540,00:05:35:13,06:15.0,375,375000,00:06:15:00,00:39.5,39.46,39460,00:00:39:11,0,0,,,,,,,,,,,,0,0,0,,
