"Begin Time - hh:mm:ss.ms","Begin Time - ss.msec","Begin Time - msec","Begin Time - PAL","End Time - hh:mm:ss.ms","End Time - ss.msec","End Time - msec","End Time - PAL","Duration - hh:mm:ss.ms","Duration - ss.msec","Duration - msec","Duration - PAL","UserAwkwardness","RobotMistake","UtteranceContent","Gaze","Smile","FacialExpression","Pauses","Laughter","Nod(Yes)","HeadShake(No)","HeadMovement","HandGesture","BodyGesture","RobotInterruption","RobotNonResponding","RobotInappropriateResponse","Other","Severeness"
00:00:00.000,0.0,0,00:00:00:00,00:00:33.650,33.65,33650,00:00:33:16,00:00:33.650,33.65,33650,00:00:33:16,"0","0",,,,,,,,,,,,"0","0","0",,
00:00:33.650,33.65,33650,00:00:33:16,00:00:42.620,42.62,42620,00:00:42:15,00:00:08.970,8.97,8970,00:00:08:24,"1","0",,,,,,,,,,,,"0","0","0",,"Mild"
00:00:42.620,42.62,42620,00:00:42:15,00:00:54.570,54.57,54570,00:00:54:14,00:00:11.950,11.95,11950,00:00:11:23,"0","0",,,,,,,,,,,,"0","0","0",,
00:00:54.570,54.57,54570,00:00:54:14,00:01:01.290,61.29,61290,00:01:01:07,00:00:06.720,6.72,6720,00:00:06:18,"0","1",,,,,,,,,,,,"0","1","0",,
00:01:01.290,61.29,61290,00:01:01:07,00:01:36.180,96.18,96180,00:01:36:04,00:00:34.890,34.89,34890,00:00:34:22,"0","0",,,,,,,,,,,,"0","0","0",,
00:01:36.180,96.18,96180,00:01:36:04,00:01:41.780,101.78,101780,00:01:41:19,00:00:05.600,5.6,5600,00:00:05:15,"0","1",,,,,,,,,,,,"0","0","0","Robot speech freezes",
00:01:41.780,101.78,101780,00:01:41:19,00:01:42.060,102.06,102060,00:01:42:01,00:00:00.280,0.28,280,00:00:00:07,"0","0",,,,,,,,,,,,"0","0","0",,
00:01:42.060,102.06,102060,00:01:42:01,00:01:47.460,107.46,107460,00:01:47:11,00:00:05.400,5.4,5400,00:00:05:10,"1","0",,,,,,,,,,,,"0","0","0",,"Mild"
00:01:47.460,107.46,107460,00:01:47:11,00:02:46.230,166.23,166230,00:02:46:05,00:00:58.770,58.77,58770,00:00:58:19,"0","0",,,,,,,,,,,,"0","0","0",,
00:02:46.230,166.23,166230,00:02:46:05,00:02:50.710,170.71,170710,00:02:50:17,00:00:04.480,4.48,4480,00:00:04:12,"0","1",,,,,,,,,,,,"0","0","0","Robot speech freezes",
00:02:50.710,170.71,170710,00:02:50:17,00:03:40.120,220.12,220120,00:03:40:03,00:00:49.410,49.41,49410,00:00:49:10,"0","0",,,,,,,,,,,,"0","0","0",,
00:03:40.120,220.12,220120,00:03:40:03,00:03:46.980,226.98,226980,00:03:46:24,00:00:06.860,6.86,6860,00:00:06:21,"0","1",,,,,,,,,,,,"0","1","0",,
00:03:46.980,226.98,226980,00:03:46:24,00:04:27.440,267.44,267440,00:04:27:11,00:00:40.460,40.46,40460,00:00:40:11,"0","0",,,,,,,,,,,,"0","0","0",,
00:04:27.440,267.44,267440,00:04:27:11,00:04:28.030,268.03,268030,00:04:28:00,00:00:00.590,0.59,590,00:00:00:14,"0","1",,,,,,,,,,,,"1","0","0",,
00:04:28.030,268.03,268030,00:04:28:00,00:04:28.340,268.34,268340,00:04:28:08,00:00:00.310,0.31,310,00:00:00:07,"1","1",,,,,,,,,,,,"1","0","0",,"Mild"
00:04:28.340,268.34,268340,00:04:28:08,00:04:29.290,269.29,269290,00:04:29:07,00:00:00.950,0.95,950,00:00:00:23,"1","0",,,,,,,,,,,,"0","0","0",,"Mild"
00:04:29.290,269.29,269290,00:04:29:07,00:05:00.250,300.25,300250,00:05:00:06,00:00:30.960,30.96,30960,00:00:30:24,"0","0",,,,,,,,,,,,"0","0","0",,
00:05:00.250,300.25,300250,00:05:00:06,00:05:07.580,307.58,307580,00:05:07:14,00:00:07.330,7.33,7330,00:00:07:08,"0","1",,,,,,,,,,,,"0","1","0",,
00:05:07.580,307.58,307580,00:05:07:14,00:05:50.250,350.25,350250,00:05:50:06,00:00:42.670,42.67,42670,00:00:42:16,"0","0",,,,,,,,,,,,"0","0","0",,
00:05:50.250,350.25,350250,00:05:50:06,00:05:55.280,355.28,355280,00:05:55:07,00:00:05.030,5.03,5030,00:00:05:00,"1","0",,,,,,,,,,,,"0","0","0",,"Mild"
00:05:55.280,355.28,355280,00:05:55:07,00:06:04.600,364.6,364600,00:06:04:15,00:00:09.320,9.32,9320,00:00:09:08,"0","0",,,,,,,,,,,,"0","0","0",,
00:06:04.600,364.6,364600,00:06:04:15,00:06:11.660,371.66,371660,00:06:11:16,00:00:07.060,7.06,7060,00:00:07:01,"0","1",,,,,,,,,,,,"0","1","0",,
00:06:11.660,371.66,371660,00:06:11:16,00:08:22.000,502.0,502000,00:08:22:00,00:02:10.340,130.34,130340,00:02:10:08,"0","0",,,,,,,,,,,,"0","0","0",,
