Begin Time - hh:mm:ss.ms,Begin Time - ss.msec,Begin Time - msec,Begin Time - PAL,End Time - hh:mm:ss.ms,End Time - ss.msec,End Time - msec,End Time - PAL,Duration - hh:mm:ss.ms,Duration - ss.msec,Duration - msec,Duration - PAL,UserAwkwardness,RobotMistake,UtteranceContent,Gaze,Smile,FacialExpression,Pauses,Laughter,Nod(Yes),HeadShake(No),HeadMovement,HandGesture,BodyGesture,RobotInterruption,RobotNonResponding,RobotInappropriateResponse,Other,Severeness
00:00.0,0,0,00:00:00:00,00:03.0,2.99,2990,00:00:02:24,00:03.0,2.99,2990,00:00:02:24,0,0,,,,,,,,,,,,0,0,0,,
00:03.0,2.99,2990,00:00:02:24,00:03.8,3.84,3840,00:00:03:21,00:00.9,0.85,850,00:00:00:21,0,1,,,,,,,,,,,,1,0,0,,
00:03.8,3.84,3840,00:00:03:21,00:37.7,37.67,37670,00:00:37:16,00:33.8,33.83,33830,00:00:33:20,0,0,,,,,,,,,,,,0,0,0,,
00:37.7,37.67,37670,00:00:37:16,00:44.0,44.02,44020,00:00:44:00,00:06.3,6.35,6350,00:00:06:08,1,0,,,,,,,,,,,,0,0,0,,Mild
00:44.0,44.02,44020,00:00:44:00,00:52.7,52.7,52700,00:00:52:17,00:08.7,8.68,8680,00:00:08:17,0,0,,,,,,,,,,,,0,0,0,,
00:52.7,52.7,52700,00:00:52:17,00:59.2,59.16,59160,00:00:59:04,00:06.5,6.46,6460,00:00:06:11,0,1,,,,,,,,,,,,0,1,0,,
00:59.2,59.16,59160,00:00:59:04,02:34.8,154.83,154830,00:02:34:20,01:35.7,95.67,95670,00:01:35:16,0,0,,,,,,,,,,,,0,0,0,,
02:34.8,154.83,154830,00:02:34:20,02:38.7,158.73,158730,00:02:38:18,00:03.9,3.9,3900,00:00:03:22,0,1,,,,,,,,,,,,0,1,0,,
02:38.7,158.73,158730,00:02:38:18,02:55.0,175.02,175020,00:02:55:00,00:16.3,16.29,16290,00:00:16:07,0,0,,,,,,,,,,,,0,0,0,,
02:55.0,175.03,175030,00:02:55:00,02:58.9,178.9,178900,00:02:58:22,00:03.9,3.87,3870,00:00:03:21,1,1,,,,,,,,,,,,1,0,0,,Mild
02:58.9,178.9,178900,00:02:58:22,03:01.4,181.44,181440,00:03:01:11,00:02.5,2.54,2540,00:00:02:13,1,0,,,,,,,,,,,,0,0,0,,Mild
03:01.4,181.44,181440,00:03:01:11,03:11.3,191.35,191350,00:03:11:08,00:09.9,9.91,9910,00:00:09:22,0,0,,,,,,,,,,,,0,0,0,,
03:11.3,191.35,191350,00:03:11:08,03:16.9,196.86,196860,00:03:16:21,00:05.5,5.51,5510,00:00:05:12,0,1,,,,,,,,,,,,0,1,0,,
03:16.9,196.86,196860,00:03:16:21,03:38.5,218.46,218460,00:03:38:11,00:21.6,21.6,21600,00:00:21:15,0,0,,,,,,,,,,,,0,0,0,,
03:38.5,218.46,218460,00:03:38:11,03:43.9,223.89,223890,00:03:43:22,00:05.4,5.43,5430,00:00:05:10,0,1,,,,,,,,,,,,0,1,0,,
03:43.9,223.89,223890,00:03:43:22,04:10.3,250.29,250290,00:04:10:07,00:26.4,26.4,26400,00:00:26:10,0,0,,,,,,,,,,,,0,0,0,,
04:10.3,250.29,250290,00:04:10:07,04:17.0,256.98,256980,00:04:16:24,00:06.7,6.69,6690,00:00:06:17,1,1,,,,,,,,,,,,0,1,0,,Mild
04:17.0,256.98,256980,00:04:16:24,04:36.7,276.74,276740,00:04:36:18,00:19.8,19.76,19760,00:00:19:19,0,0,,,,,,,,,,,,0,0,0,,
04:36.7,276.74,276740,00:04:36:18,04:41.6,281.58,281580,00:04:41:14,00:04.8,4.84,4840,00:00:04:21,0,1,,,,,,,,,,,,0,1,0,,
04:41.6,281.58,281580,00:04:41:14,05:02.8,302.75,302750,00:05:02:18,00:21.2,21.17,21170,00:00:21:04,0,0,,,,,,,,,,,,0,0,0,,
05:02.8,302.75,302750,00:05:02:18,05:08.8,308.76,308760,00:05:08:19,00:06.0,6.01,6010,00:00:06:00,0,1,,,,,,,,,,,,0,1,0,,
05:08.8,308.76,308760,00:05:08:19,05:53.0,353,353000,00:05:53:00,00:44.2,44.24,44240,00:00:44:06,0,0,,,,,,,,,,,,0,0,0,,
