Begin Time - hh:mm:ss.ms,Begin Time - ss.msec,Begin Time - msec,Begin Time - PAL,End Time - hh:mm:ss.ms,End Time - ss.msec,End Time - msec,End Time - PAL,Duration - hh:mm:ss.ms,Duration - ss.msec,Duration - msec,Duration - PAL,UserAwkwardness,RobotMistake,UtteranceContent,Gaze,Smile,FacialExpression,Pauses,Laughter,Nod(Yes),HeadShake(No),HeadMovement,HandGesture,BodyGesture,RobotInterruption,RobotNonResponding,RobotInappropriateResponse,Other,Severeness
00:00.0,0,0,00:00:00:00,00:45.4,45.41,45410,00:00:45:10,00:45.4,45.41,45410,00:00:45:10,0,0,,,,,,,,,,,,0,0,0,,
00:45.4,45.41,45410,00:00:45:10,00:46.9,46.88,46880,00:00:46:22,00:01.5,1.47,1470,00:00:01:11,1,1,,,,,,,,,,,,1,0,0,,Mild
00:46.9,46.89,46890,00:00:46:22,00:53.7,53.68,53680,00:00:53:17,00:06.8,6.79,6790,00:00:06:19,1,1,,,,,,,,,,,,0,1,0,,Mild
00:53.7,53.68,53680,00:00:53:17,03:34.8,214.82,214820,00:03:34:20,02:41.1,161.14,161140,00:02:41:03,0,0,,,,,,,,,,,,0,0,0,,
03:34.8,214.82,214820,00:03:34:20,03:40.9,220.88,220880,00:03:40:22,00:06.1,6.06,6060,00:00:06:01,0,1,,,,,,,,,,,,0,1,0,,
03:40.9,220.88,220880,00:03:40:22,05:04.4,304.43,304430,00:05:04:10,01:23.5,83.55,83550,00:01:23:13,0,0,,,,,,,,,,,,0,0,0,,
05:04.4,304.43,304430,00:05:04:10,05:10.6,310.59,310590,00:05:10:14,00:06.2,6.16,6160,00:00:06:04,0,1,,,,,,,,,,,,0,1,0,,
05:10.6,310.59,310590,00:05:10:14,06:36.9,396.86,396860,00:06:36:21,01:26.3,86.27,86270,00:01:26:06,0,0,,,,,,,,,,,,0,0,0,,
06:36.9,396.86,396860,00:06:36:21,06:45.1,405.08,405080,00:06:45:02,00:08.2,8.22,8220,00:00:08:05,0,1,,,,,,,,,,,,0,1,0,,
06:45.1,405.08,405080,00:06:45:02,08:38.0,518,518000,00:08:38:00,01:52.9,112.92,112920,00:01:52:23,0,0,,,,,,,,,,,,0,0,0,,
