"Begin Time - hh:mm:ss.ms","Begin Time - ss.msec","Begin Time - msec","Begin Time - PAL","End Time - hh:mm:ss.ms","End Time - ss.msec","End Time - msec","End Time - PAL","Duration - hh:mm:ss.ms","Duration - ss.msec","Duration - msec","Duration - PAL","UserAwkwardness","RobotMistake","UtteranceContent","Gaze","Smile","FacialExpression","Pauses","Laughter","Nod(Yes)","HeadShake(No)","HeadMovement","HandGesture","BodyGesture","RobotInterruption","RobotNonResponding","RobotInappropriateResponse","Other","Severeness"
00:00:00.000,0.0,0,00:00:00:00,00:00:05.590,5.59,5590,00:00:05:14,00:00:05.590,5.59,5590,00:00:05:14,"0","0",,,,,,,,,,,,"0","0","0",,
00:00:05.590,5.59,5590,00:00:05:14,00:00:08.930,8.93,8930,00:00:08:23,00:00:03.340,3.34,3340,00:00:03:08,"0","1",,,,,,,,,,,,"0","1","0",,
00:00:08.930,8.93,8930,00:00:08:23,00:00:26.380,26.38,26380,00:00:26:09,00:00:17.450,17.45,17450,00:00:17:11,"1","1",,,,,,,,,,,,"0","1","0",,"Mild"
00:00:26.380,26.38,26380,00:00:26:09,00:00:37.100,37.1,37100,00:00:37:02,00:00:10.720,10.72,10720,00:00:10:18,"1","0",,,,,,,,,,,,"0","0","0",,"Mild"
00:00:37.100,37.1,37100,00:00:37:02,00:00:38.430,38.43,38430,00:00:38:10,00:00:01.330,1.33,1330,00:00:01:08,"0","0",,,,,,,,,,,,"0","0","0",,
00:00:38.430,38.43,38430,00:00:38:10,00:00:49.760,49.76,49760,00:00:49:19,00:00:11.330,11.33,11330,00:00:11:08,"0","1",,,,,,,,,,,,"0","1","0",,
00:00:49.760,49.76,49760,00:00:49:19,00:01:07.800,67.8,67800,00:01:07:20,00:00:18.040,18.04,18040,00:00:18:01,"1","1",,,,,,,,,,,,"0","1","0",,"Mild"
00:01:07.800,67.8,67800,00:01:07:20,00:01:14.220,74.22,74220,00:01:14:05,00:00:06.420,6.42,6420,00:00:06:10,"1","0",,,,,,,,,,,,"0","0","0",,"Mild"
00:01:14.220,74.22,74220,00:01:14:05,00:03:23.670,203.67,203670,00:03:23:16,00:02:09.450,129.45,129450,00:02:09:11,"0","0",,,,,,,,,,,,"0","0","0",,
00:03:23.670,203.67,203670,00:03:23:16,00:03:30.170,210.17,210170,00:03:30:04,00:00:06.500,6.5,6500,00:00:06:12,"0","1",,,,,,,,,,,,"0","1","0",,
00:03:30.170,210.17,210170,00:03:30:04,00:03:44.920,224.92,224920,00:03:44:23,00:00:14.750,14.75,14750,00:00:14:18,"0","0",,,,,,,,,,,,"0","0","0",,
00:03:44.920,224.92,224920,00:03:44:23,00:03:45.660,225.66,225660,00:03:45:16,00:00:00.740,0.74,740,00:00:00:18,"0","1",,,,,,,,,,,,"1","0","0",,
00:03:45.660,225.66,225660,00:03:45:16,00:04:32.890,272.89,272890,00:04:32:22,00:00:47.230,47.23,47230,00:00:47:05,"0","0",,,,,,,,,,,,"0","0","0",,
00:04:32.890,272.89,272890,00:04:32:22,00:04:40.090,280.09,280090,00:04:40:02,00:00:07.200,7.2,7200,00:00:07:05,"0","1",,,,,,,,,,,,"0","1","0",,
00:04:40.090,280.09,280090,00:04:40:02,00:04:55.720,295.72,295720,00:04:55:18,00:00:15.630,15.63,15630,00:00:15:15,"0","0",,,,,,,,,,,,"0","0","0",,
00:04:55.720,295.72,295720,00:04:55:18,00:05:01.370,301.37,301370,00:05:01:09,00:00:05.650,5.65,5650,00:00:05:16,"0","1",,,,,,,,,,,,"0","0","0","Robot speech freezes",
00:05:01.370,301.37,301370,00:05:01:09,00:05:53.090,353.09,353090,00:05:53:02,00:00:51.720,51.72,51720,00:00:51:18,"0","0",,,,,,,,,,,,"0","0","0",,
00:05:53.090,353.09,353090,00:05:53:02,00:06:00.610,360.61,360610,00:06:00:15,00:00:07.520,7.52,7520,00:00:07:13,"0","1",,,,,,,,,,,,"0","1","0",,
00:06:00.610,360.61,360610,00:06:00:15,00:07:54.290,474.29,474290,00:07:54:07,00:01:53.680,113.68,113680,00:01:53:17,"0","0",,,,,,,,,,,,"0","0","0",,
00:07:54.290,474.29,474290,00:07:54:07,00:08:01.170,481.17,481170,00:08:01:04,00:00:06.880,6.88,6880,00:00:06:22,"0","1",,,,,,,,,,,,"0","1","0",,
00:08:01.170,481.17,481170,00:08:01:04,00:08:46.000,526.0,526000,00:08:46:00,00:00:44.830,44.83,44830,00:00:44:20,"0","0",,,,,,,,,,,,"0","0","0",,
