Begin Time - hh:mm:ss.ms,Begin Time - ss.msec,Begin Time - msec,Begin Time - PAL,End Time - hh:mm:ss.ms,End Time - ss.msec,End Time - msec,End Time - PAL,Duration - hh:mm:ss.ms,Duration - ss.msec,Duration - msec,Duration - PAL,UserAwkwardness,RobotMistake,UtteranceContent,Gaze,Smile,FacialExpression,Pauses,Laughter,Nod(Yes),HeadShake(No),HeadMovement,HandGesture,BodyGesture,RobotInterruption,RobotNonResponding,RobotInappropriateResponse,Other,Severeness
00:00.0,0,0,00:00:00:00,00:53.9,53.91,53910,00:00:53:22,00:53.9,53.91,53910,00:00:53:22,0,0,,,,,,,,,,,,0,0,0,,
00:53.9,53.91,53910,00:00:53:22,01:00.4,60.36,60360,00:01:00:09,00:06.4,6.45,6450,00:00:06:11,0,1,,,,,,,,,,,,0,1,0,,
01:00.4,60.36,60360,00:01:00:09,02:14.0,133.97,133970,00:02:13:24,01:13.6,73.61,73610,00:01:13:15,0,0,,,,,,,,,,,,0,0,0,,
02:14.0,133.97,133970,00:02:13:24,02:36.3,156.31,156310,00:02:36:07,00:22.3,22.34,22340,00:00:22:08,1,1,,,,,,,,,,,,0,1,0,,Mild
02:36.3,156.31,156310,00:02:36:07,02:47.0,166.95,166950,00:02:46:23,00:10.6,10.64,10640,00:00:10:16,0,0,,,,,,,,,,,,0,0,0,,
02:47.0,166.95,166950,00:02:46:23,02:47.8,167.77,167770,00:02:47:19,00:00.8,0.82,820,00:00:00:20,0,1,,,,,,,,,,,,1,0,0,,
02:47.8,167.77,167770,00:02:47:19,02:48.0,168.04,168040,00:02:48:01,00:00.3,0.27,270,00:00:00:06,1,1,"(Participant) ""I have not finished yet."", then stops speaking",,,,,,,,,,,1,0,0,,Severe
02:48.0,168.04,168040,00:02:48:01,02:51.7,171.71,171710,00:02:51:17,00:03.7,3.67,3670,00:00:03:16,1,0,"(Participant) ""I have not finished yet."", then stops speaking",,,,,,,,,,,0,0,0,,Severe
02:51.7,171.71,171710,00:02:51:17,02:55.8,175.84,175840,00:02:55:21,00:04.1,4.13,4130,00:00:04:03,1,1,"(Participant) ""I have not finished yet."", then stops speaking",,,,,,,,,,,0,1,0,,Severe
02:55.9,175.86,175860,00:02:55:21,03:24.6,204.61,204610,00:03:24:15,00:28.7,28.75,28750,00:00:28:18,0,0,,,,,,,,,,,,0,0,0,,
03:24.6,204.61,204610,00:03:24:15,03:26.9,206.92,206920,00:03:26:23,00:02.3,2.31,2310,00:00:02:07,1,0,,,,,,,,,,,,0,0,0,,Mild
03:26.9,206.92,206920,00:03:26:23,03:32.4,212.45,212450,00:03:32:11,00:05.5,5.53,5530,00:00:05:13,1,1,,,,,,,,,,,,0,1,0,,Mild
03:32.4,212.45,212450,00:03:32:11,03:43.6,223.64,223640,00:03:43:16,00:11.2,11.19,11190,00:00:11:04,1,0,,,,,,,,,,,,0,0,0,,Mild
03:43.6,223.64,223640,00:03:43:16,03:54.9,234.95,234950,00:03:54:23,00:11.3,11.31,11310,00:00:11:07,0,0,,,,,,,,,,,,0,0,0,,
03:54.9,234.95,234950,00:03:54:23,03:56.8,236.78,236780,00:03:56:19,00:01.8,1.83,1830,00:00:01:20,1,0,,,,,,,,,,,,0,0,0,,Mild
03:56.8,236.78,236780,00:03:56:19,04:02.5,242.48,242480,00:04:02:12,00:05.7,5.7,5700,00:00:05:17,1,1,,,,,,,,,,,,0,1,0,,Mild
04:02.5,242.48,242480,00:04:02:12,04:03.3,243.33,243330,00:04:03:08,00:00.9,0.85,850,00:00:00:21,1,0,,,,,,,,,,,,0,0,0,,Mild
04:03.3,243.33,243330,00:04:03:08,04:13.4,253.44,253440,00:04:13:11,00:10.1,10.11,10110,00:00:10:02,0,0,,,,,,,,,,,,0,0,0,,
04:13.4,253.44,253440,00:04:13:11,04:14.2,254.19,254190,00:04:14:04,00:00.8,0.75,750,00:00:00:18,0,1,,,,,,,,,,,,1,0,0,,
04:14.2,254.22,254220,00:04:14:05,04:17.4,257.41,257410,00:04:17:10,00:03.2,3.19,3190,00:00:03:04,1,0,"(Participant) ""Yeah I have not finished yet but..."" After the backchannelling response",,,,,,,,,,,0,0,0,,Severe
04:17.4,257.41,257410,00:04:17:10,04:22.1,262.06,262060,00:04:22:01,00:04.7,4.65,4650,00:00:04:16,1,1,"(Participant) ""Yeah I have not finished yet but..."" After the backchannelling response",,,,,,,,,,,0,1,0,,Severe
04:22.1,262.06,262060,00:04:22:01,04:22.1,262.11,262110,00:04:22:02,00:00.1,0.05,50,00:00:00:01,1,0,"(Participant) ""Yeah I have not finished yet but..."" After the backchannelling response",,,,,,,,,,,0,0,0,,Severe
