Begin Time - hh:mm:ss.ms,Begin Time - ss.msec,Begin Time - msec,Begin Time - PAL,End Time - hh:mm:ss.ms,End Time - ss.msec,End Time - msec,End Time - PAL,Duration - hh:mm:ss.ms,Duration - ss.msec,Duration - msec,Duration - PAL,UserAwkwardness,RobotMistake,UtteranceContent,Gaze,Smile,FacialExpression,Pauses,Laughter,Nod(Yes),HeadShake(No),HeadMovement,HandGesture,BodyGesture,RobotInterruption,RobotNonResponding,RobotInappropriateResponse,Other,Severeness
00:00.0,0,0,00:00:00:00,01:03.2,63.23,63230,00:01:03:05,01:03.2,63.23,63230,00:01:03:05,0,0,,,,,,,,,,,,0,0,0,,
01:03.2,63.23,63230,00:01:03:05,01:10.3,70.25,70250,00:01:10:06,00:07.0,7.02,7020,00:00:07:00,0,1,,,,,,,,,,,,0,1,0,,
01:10.3,70.25,70250,00:01:10:06,03:36.6,216.58,216580,00:03:36:14,02:26.3,146.33,146330,00:02:26:08,0,0,,,,,,,,,,,,0,0,0,,
03:36.6,216.58,216580,00:03:36:14,03:41.0,221.05,221050,00:03:41:01,00:04.5,4.47,4470,00:00:04:11,0,1,,,,,,,,,,,,0,1,0,,
03:41.0,221.05,221050,00:03:41:01,04:08.0,247.96,247960,00:04:07:24,00:26.9,26.91,26910,00:00:26:22,0,0,,,,,,,,,,,,0,0,0,,
04:08.0,247.96,247960,00:04:07:24,04:12.9,252.87,252870,00:04:12:21,00:04.9,4.91,4910,00:00:04:22,1,1,,,,,,,,,,,,0,1,0,,Mild
04:12.9,252.87,252870,00:04:12:21,04:33.3,273.31,273310,00:04:33:07,00:20.4,20.44,20440,00:00:20:11,0,0,,,,,,,,,,,,0,0,0,,
04:33.3,273.31,273310,00:04:33:07,04:37.7,277.67,277670,00:04:37:16,00:04.4,4.36,4360,00:00:04:09,1,1,,,,,,,,,,,,0,1,0,,Mild
04:37.7,277.67,277670,00:04:37:16,05:15.1,315.13,315130,00:05:15:03,00:37.5,37.46,37460,00:00:37:11,0,0,,,,,,,,,,,,0,0,0,,
05:15.1,315.13,315130,00:05:15:03,05:19.1,319.07,319070,00:05:19:01,00:03.9,3.94,3940,00:00:03:23,1,1,,,,,,,,,,,,0,1,0,,Mild
05:19.1,319.07,319070,00:05:19:01,05:40.8,340.8,340800,00:05:40:20,00:21.7,21.73,21730,00:00:21:18,0,0,,,,,,,,,,,,0,0,0,,
05:40.8,340.8,340800,00:05:40:20,05:45.7,345.69,345690,00:05:45:17,00:04.9,4.89,4890,00:00:04:22,1,1,,,,,,,,,,,,0,1,0,,Mild
05:45.7,345.69,345690,00:05:45:17,05:55.7,355.7,355700,00:05:55:17,00:10.0,10.01,10010,00:00:10:00,0,0,,,,,,,,,,,,0,0,0,,
05:55.7,355.7,355700,00:05:55:17,05:56.3,356.31,356310,00:05:56:07,00:00.6,0.61,610,00:00:00:15,0,1,,,,,,,,,,,,0,0,0,,
05:56.3,356.31,356310,00:05:56:07,06:07.5,367.5,367500,00:06:07:12,00:11.2,11.19,11190,00:00:11:04,0,0,,,,,,,,,,,,0,0,0,,
06:07.5,367.5,367500,00:06:07:12,06:13.7,373.74,373740,00:06:13:18,00:06.2,6.24,6240,00:00:06:06,1,1,,,,,,,,,,,,0,1,0,,Mild
06:13.7,373.74,373740,00:06:13:18,07:01.4,421.42,421420,00:07:01:10,00:47.7,47.68,47680,00:00:47:17,0,0,,,,,,,,,,,,0,0,0,,
07:01.4,421.42,421420,00:07:01:10,07:06.4,426.44,426440,00:07:06:11,00:05.0,5.02,5020,00:00:05:00,0,1,,,,,,,,,,,,0,1,0,,
07:06.4,426.44,426440,00:07:06:11,07:50.0,470,470000,00:07:50:00,00:43.6,43.56,43560,00:00:43:14,0,0,,,,,,,,,,,,0,0,0,,
