Begin Time - hh:mm:ss.ms,Begin Time - ss.msec,Begin Time - msec,Begin Time - PAL,End Time - hh:mm:ss.ms,End Time - ss.msec,End Time - msec,End Time - PAL,Duration - hh:mm:ss.ms,Duration - ss.msec,Duration - msec,Duration - PAL,UserAwkwardness,RobotMistake,UtteranceContent,Gaze,Smile,FacialExpression,Pauses,Laughter,Nod(Yes),HeadShake(No),HeadMovement,HandGesture,BodyGesture,RobotInterruption,RobotNonResponding,RobotInappropriateResponse,Other,Severeness
00:00.0,0,0,00:00:00:00,00:46.4,46.38,46380,00:00:46:09,00:46.4,46.38,46380,00:00:46:09,0,0,,,,,,,,,,,,0,0,0,,
00:46.4,46.38,46380,00:00:46:09,00:47.0,46.98,46980,00:00:46:24,00:00.6,0.6,600,00:00:00:15,0,1,,,,,,,,,,,,1,0,0,,
00:47.0,46.98,46980,00:00:46:24,00:54.2,54.2,54200,00:00:54:05,00:07.2,7.22,7220,00:00:07:05,0,,,,,,,,,,,,,0,0,0,,
00:54.2,54.2,54200,00:00:54:05,01:00.9,60.88,60880,00:01:00:22,00:06.7,6.68,6680,00:00:06:17,1,1,,,,,,,,,,,,0,1,0,,Mild
01:00.9,60.88,60880,00:01:00:22,02:49.3,169.27,169270,00:02:49:06,01:48.4,108.39,108390,00:01:48:09,0,0,,,,,,,,,,,,0,0,0,,
02:49.3,169.27,169270,00:02:49:06,02:55.4,175.44,175440,00:02:55:11,00:06.2,6.17,6170,00:00:06:04,1,1,,,,,,,,,,,,0,1,0,,
02:55.4,175.44,175440,00:02:55:11,03:02.8,182.78,182780,00:03:02:19,00:07.3,7.34,7340,00:00:07:08,1,1,,,,,,,,,,,,0,0,1,,
03:02.8,182.8,182800,00:03:02:20,03:09.7,189.7,189700,00:03:09:17,00:06.9,6.9,6900,00:00:06:22,1,0,,,,,,,,,,,,0,0,0,,Mild
03:09.7,189.7,189700,00:03:09:17,03:40.4,220.4,220400,00:03:40:10,00:30.7,30.7,30700,00:00:30:17,0,0,,,,,,,,,,,,0,0,0,,
03:40.4,220.4,220400,00:03:40:10,03:40.9,220.88,220880,00:03:40:22,00:00.5,0.48,480,00:00:00:12,0,1,,,,,,,,,,,,1,0,0,,
03:40.9,220.88,220880,00:03:40:22,03:41.1,221.08,221080,00:03:41:02,00:00.2,0.2,200,00:00:00:05,1,1,,,,,,,,,,,,1,0,0,,Mild
03:41.1,221.08,221080,00:03:41:02,03:42.8,222.79,222790,00:03:42:19,00:01.7,1.71,1710,00:00:01:17,1,0,,,,,,,,,,,,0,0,0,,Mild
03:42.8,222.79,222790,00:03:42:19,06:11.9,371.94,371940,00:06:11:23,02:29.2,149.15,149150,00:02:29:03,0,0,,,,,,,,,,,,0,0,0,,
06:11.9,371.94,371940,00:06:11:23,06:18.6,378.63,378630,00:06:18:15,00:06.7,6.69,6690,00:00:06:17,0,1,,,,,,,,,,,,0,1,0,,
06:18.6,378.63,378630,00:06:18:15,08:11.0,491,491000,00:08:11:00,01:52.4,112.37,112370,00:01:52:09,0,0,,,,,,,,,,,,0,0,0,,
