Begin Time - hh:mm:ss.ms,Begin Time - ss.msec,Begin Time - msec,Begin Time - PAL,End Time - hh:mm:ss.ms,End Time - ss.msec,End Time - msec,End Time - PAL,Duration - hh:mm:ss.ms,Duration - ss.msec,Duration - msec,Duration - PAL,UserAwkwardness,RobotMistake,UtteranceContent,Gaze,Smile,FacialExpression,Pauses,Laughter,Nod(Yes),HeadShake(No),HeadMovement,HandGesture,BodyGesture,RobotInterruption,RobotNonResponding,RobotInappropriateResponse,Other,Severeness
00:00.0,0.01,10,00:00:00:00,00:08.2,8.23,8230,00:00:08:05,00:08.2,8.22,8220,00:00:08:05,1,0,,,,,,,,,,,,0,0,0,,Mild
00:08.2,8.23,8230,00:00:08:05,00:19.7,19.71,19710,00:00:19:17,00:11.5,11.48,11480,00:00:11:12,1,1,,,,,,,,,,,,0,1,0,,Mild
00:19.7,19.75,19750,00:00:19:18,00:20.4,20.44,20440,00:00:20:11,00:00.7,0.69,690,00:00:00:17,0,0,,,,,,,,,,,,0,0,0,,
00:20.4,20.44,20440,00:00:20:11,00:29.6,29.65,29650,00:00:29:16,00:09.2,9.21,9210,00:00:09:05,1,0,,,,,,,,,,,,0,0,0,,Mild
00:29.6,29.65,29650,00:00:29:16,02:01.1,121.1,121100,00:02:01:02,01:31.5,91.45,91450,00:01:31:11,0,0,,,,,,,,,,,,0,0,0,,
02:01.1,121.1,121100,00:02:01:02,02:06.6,126.57,126570,00:02:06:14,00:05.5,5.47,5470,00:00:05:11,1,0,,,,,,,,,,,,0,0,0,"The ""Aha"" response makes the participant laugh",Mild
02:06.6,126.57,126570,00:02:06:14,02:25.4,145.41,145410,00:02:25:10,00:18.8,18.84,18840,00:00:18:21,0,0,,,,,,,,,,,,0,0,0,,
02:25.4,145.41,145410,00:02:25:10,02:31.3,151.32,151320,00:02:31:08,00:05.9,5.91,5910,00:00:05:22,0,1,,,,,,,,,,,,0,1,0,,
02:31.3,151.32,151320,00:02:31:08,02:39.3,159.3,159300,00:02:39:07,00:08.0,7.98,7980,00:00:07:24,0,0,,,,,,,,,,,,0,0,0,,
02:39.3,159.3,159300,00:02:39:07,02:43.3,163.32,163320,00:02:43:08,00:04.0,4.02,4020,00:00:04:00,1,0,,,,,,,,,,,,0,0,0,,Mild
02:43.3,163.32,163320,00:02:43:08,03:20.6,200.63,200630,00:03:20:15,00:37.3,37.31,37310,00:00:37:07,0,0,,,,,,,,,,,,0,0,0,,
03:20.6,200.63,200630,00:03:20:15,03:30.6,210.64,210640,00:03:30:16,00:10.0,10.01,10010,00:00:10:00,0,1,,,,,,,,,,,,0,1,0,,
03:30.6,210.64,210640,00:03:30:16,03:52.0,232.04,232040,00:03:52:01,00:21.4,21.4,21400,00:00:21:10,1,1,,,,,,,,,,,,0,1,0,,Mild
03:52.1,232.06,232060,00:03:52:01,03:58.0,237.99,237990,00:03:57:24,00:05.9,5.93,5930,00:00:05:23,1,0,,,,,,,,,,,,0,0,0,,Mild
03:58.0,237.99,237990,00:03:57:24,05:20.4,320.37,320370,00:05:20:09,01:22.4,82.38,82380,00:01:22:09,0,0,,,,,,,,,,,,0,0,0,,
05:20.4,320.37,320370,00:05:20:09,05:26.6,326.62,326620,00:05:26:15,00:06.3,6.25,6250,00:00:06:06,0,1,,,,,,,,,,,,0,1,0,,
05:26.6,326.62,326620,00:05:26:15,05:42.4,342.35,342350,00:05:42:08,00:15.7,15.73,15730,00:00:15:18,1,1,,,,,,,,,,,,0,1,0,,Mild
05:42.4,342.35,342350,00:05:42:08,05:48.1,348.14,348140,00:05:48:03,00:05.8,5.79,5790,00:00:05:19,1,0,,,,,,,,,,,,0,0,0,,Mild
05:48.1,348.14,348140,00:05:48:03,06:18.1,378.14,378140,00:06:18:03,00:30.0,30,30000,00:00:30:00,0,0,,,,,,,,,,,,0,0,0,,
06:18.1,378.14,378140,00:06:18:03,06:23.0,383,383000,00:06:23:00,00:04.9,4.86,4860,00:00:04:21,1,0,,,,,,,,,,,,0,0,0,,Mild
