Begin Time - hh:mm:ss.ms,Begin Time - ss.msec,Begin Time - msec,Begin Time - PAL,End Time - hh:mm:ss.ms,End Time - ss.msec,End Time - msec,End Time - PAL,Duration - hh:mm:ss.ms,Duration - ss.msec,Duration - msec,Duration - PAL,UserAwkwardness,RobotMistake,UtteranceContent,Gaze,Smile,FacialExpression,Pauses,Laughter,Nod(Yes),HeadShake(No),HeadMovement,HandGesture,BodyGesture,RobotInterruption,RobotNonResponding,RobotInappropriateResponse,Other,Severeness
00:00.0,0,0,00:00:00:00,00:03.3,3.27,3270,00:00:03:06,00:03.3,3.27,3270,00:00:03:06,0,0,,,,,,,,,,,,0,0,0,,
00:03.3,3.27,3270,00:00:03:06,00:09.6,9.57,9570,00:00:09:14,00:06.3,6.3,6300,00:00:06:07,1,0,,,,,,,,,,,,0,0,0,,Mild
00:09.6,9.57,9570,00:00:09:14,00:53.3,53.27,53270,00:00:53:06,00:43.7,43.7,43700,00:00:43:17,0,0,,,,,,,,,,,,0,0,0,,
00:53.3,53.27,53270,00:00:53:06,00:58.5,58.47,58470,00:00:58:11,00:05.2,5.2,5200,00:00:05:05,1,1,,,,,,,,,,,,1,0,0,,Mild
00:58.5,58.47,58470,00:00:58:11,02:39.9,159.85,159850,00:02:39:21,01:41.4,101.38,101380,00:01:41:09,0,0,,,,,,,,,,,,0,0,0,,
02:39.9,159.85,159850,00:02:39:21,02:41.0,160.97,160970,00:02:40:24,00:01.1,1.12,1120,00:00:01:03,1,1,,,,,,,,,,,,1,0,0,"The ""Aha"" response was interruptive and made the participant laugh",Mild
02:41.0,160.97,160970,00:02:40:24,02:45.2,165.17,165170,00:02:45:04,00:04.2,4.2,4200,00:00:04:05,1,0,,,,,,,,,,,,0,0,0,,Mild
02:45.2,165.17,165170,00:02:45:04,02:46.9,166.87,166870,00:02:46:21,00:01.7,1.7,1700,00:00:01:17,0,0,,,,,,,,,,,,0,0,0,,
02:46.9,166.87,166870,00:02:46:21,02:52.4,172.35,172350,00:02:52:08,00:05.5,5.48,5480,00:00:05:12,0,1,,,,,,,,,,,,0,1,0,,
02:52.4,172.36,172360,00:02:52:09,02:54.4,174.39,174390,00:02:54:09,00:02.0,2.03,2030,00:00:02:00,0,1,,,,,,,,,,,,0,0,1,"The robot refers to a human that the participant mentions as a ""thing"", which makes the participant laugh",
02:54.4,174.39,174390,00:02:54:09,02:54.9,174.89,174890,00:02:54:22,00:00.5,0.5,500,00:00:00:12,0,0,,,,,,,,,,,,0,0,0,,
02:54.9,174.89,174890,00:02:54:22,03:03.3,183.28,183280,00:03:03:07,00:08.4,8.39,8390,00:00:08:09,1,0,,,,,,,,,,,,0,0,0,,Mild
03:03.3,183.28,183280,00:03:03:07,03:10.5,190.46,190460,00:03:10:11,00:07.2,7.18,7180,00:00:07:04,0,0,,,,,,,,,,,,0,0,0,,
03:10.5,190.46,190460,00:03:10:11,03:15.4,195.4,195400,00:03:15:10,00:04.9,4.94,4940,00:00:04:23,0,1,,,,,,,,,,,,0,1,0,,
03:15.4,195.4,195400,00:03:15:10,03:29.3,209.34,209340,00:03:29:08,00:13.9,13.94,13940,00:00:13:23,0,0,,,,,,,,,,,,0,0,0,,
03:29.3,209.34,209340,00:03:29:08,03:34.9,214.89,214890,00:03:34:22,00:05.6,5.55,5550,00:00:05:13,1,0,,,,,,,,,,,,0,0,0,,Mild
03:34.9,214.89,214890,00:03:34:22,03:59.7,239.73,239730,00:03:59:18,00:24.8,24.84,24840,00:00:24:21,0,0,,,,,,,,,,,,0,0,0,,
03:59.7,239.73,239730,00:03:59:18,04:02.6,242.64,242640,00:04:02:16,00:02.9,2.91,2910,00:00:02:22,0,1,,,,,,,,,,,,1,0,0,,
04:02.6,242.64,242640,00:04:02:16,04:33.1,273.14,273140,00:04:33:03,00:30.5,30.5,30500,00:00:30:12,0,0,,,,,,,,,,,,0,0,0,,
04:33.1,273.14,273140,00:04:33:03,04:38.6,278.61,278610,00:04:38:15,00:05.5,5.47,5470,00:00:05:11,0,1,,,,,,,,,,,,0,1,0,,
04:38.6,278.61,278610,00:04:38:15,04:56.6,296.56,296560,00:04:56:14,00:17.9,17.95,17950,00:00:17:23,0,0,,,,,,,,,,,,0,0,0,,
04:56.6,296.56,296560,00:04:56:14,04:58.6,298.63,298630,00:04:58:15,00:02.1,2.07,2070,00:00:02:01,1,0,,,,,,,,,,,,0,0,0,,Mild
04:58.6,298.63,298630,00:04:58:15,05:16.3,316.33,316330,00:05:16:08,00:17.7,17.7,17700,00:00:17:17,0,0,,,,,,,,,,,,0,0,0,,
05:16.3,316.33,316330,00:05:16:08,05:22.3,322.34,322340,00:05:22:08,00:06.0,6.01,6010,00:00:06:00,0,1,,,,,,,,,,,,0,1,0,,
05:22.3,322.34,322340,00:05:22:08,05:57.8,357.76,357760,00:05:57:19,00:35.4,35.42,35420,00:00:35:10,0,0,,,,,,,,,,,,0,0,0,,
05:57.8,357.76,357760,00:05:57:19,06:03.9,363.94,363940,00:06:03:23,00:06.2,6.18,6180,00:00:06:04,1,0,The participant takes a picture of the robot,,,,,,,,,,,0,0,0,,Mild
06:03.9,363.94,363940,00:06:03:23,06:04.0,364,364000,00:06:04:00,00:00.1,0.06,60,00:00:00:01,0,0,,,,,,,,,,,,0,0,0,,
