Begin Time - hh:mm:ss.ms,Begin Time - ss.msec,Begin Time - msec,Begin Time - PAL,End Time - hh:mm:ss.ms,End Time - ss.msec,End Time - msec,End Time - PAL,Duration - hh:mm:ss.ms,Duration - ss.msec,Duration - msec,Duration - PAL,UserAwkwardness,RobotMistake,UtteranceContent,Gaze,Smile,FacialExpression,Pauses,Laughter,Nod(Yes),HeadShake(No),HeadMovement,HandGesture,BodyGesture,RobotInterruption,RobotNonResponding,RobotInappropriateResponse,Other,Severeness
00:00.0,0,0,00:00:00:00,00:05.6,5.55,5550,00:00:05:13,00:05.6,5.55,5550,00:00:05:13,0,0,,,,,,,,,,,,0,0,0,,
00:05.6,5.55,5550,00:00:05:13,00:20.4,20.42,20420,00:00:20:10,00:14.9,14.87,14870,00:00:14:21,1,1,,,,,,,,,,,,0,1,0,,Severe
00:20.4,20.42,20420,00:00:20:10,00:32.3,32.26,32260,00:00:32:06,00:11.8,11.84,11840,00:00:11:21,0,0,,,,,,,,,,,,0,0,0,,
00:32.3,32.26,32260,00:00:32:06,00:41.5,41.51,41510,00:00:41:12,00:09.3,9.25,9250,00:00:09:06,1,1,,,,,,,,,,,,0,1,0,,Mild
00:41.5,41.51,41510,00:00:41:12,02:02.0,121.95,121950,00:02:01:23,01:20.4,80.44,80440,00:01:20:11,0,0,,,,,,,,,,,,0,0,0,,
02:02.0,121.95,121950,00:02:01:23,02:03.9,123.92,123920,00:02:03:23,00:02.0,1.97,1970,00:00:01:24,1,0,,,,,,,,,,,,0,0,0,The backchannelling response (Aha) surprises the participant at first,Mild
02:03.9,123.93,123930,00:02:03:23,02:09.5,129.53,129530,00:02:09:13,00:05.6,5.6,5600,00:00:05:15,1,1,,,,,,,,,,,,0,1,0,,Mild
02:09.5,129.53,129530,00:02:09:13,02:19.8,139.79,139790,00:02:19:19,00:10.3,10.26,10260,00:00:10:06,0,0,,,,,,,,,,,,0,0,0,,
02:19.8,139.79,139790,00:02:19:19,02:27.7,147.66,147660,00:02:27:16,00:07.9,7.87,7870,00:00:07:21,1,1,Participant says that it was a bit strange that the robot interrupted,,,,,,,,,,,1,0,0,The backchannelling response was a little bit interruptive,Severe
02:27.7,147.68,147680,00:02:27:17,02:42.8,162.84,162840,00:02:42:21,00:15.2,15.16,15160,00:00:15:04,1,1,,,,,,,,,,,,0,0,1,,Mild
02:42.8,162.84,162840,00:02:42:21,03:02.7,182.69,182690,00:03:02:17,00:19.8,19.85,19850,00:00:19:21,0,0,,,,,,,,,,,,0,0,0,,
03:02.7,182.69,182690,00:03:02:17,03:03.2,183.2,183200,00:03:03:05,00:00.5,0.51,510,00:00:00:12,0,1,,,,,,,,,,,,1,0,0,,
03:03.2,183.2,183200,00:03:03:05,03:03.3,183.29,183290,00:03:03:07,00:00.1,0.09,90,00:00:00:02,0,0,,,,,,,,,,,,0,0,0,,
03:03.3,183.29,183290,00:03:03:07,03:12.9,192.89,192890,00:03:12:22,00:09.6,9.6,9600,00:00:09:15,1,1,,,,,,,,,,,,0,1,0,,Mild
03:12.9,192.89,192890,00:03:12:22,04:17.9,257.92,257920,00:04:17:23,01:05.0,65.03,65030,00:01:05:00,0,0,,,,,,,,,,,,0,0,0,,
04:17.9,257.92,257920,00:04:17:23,04:33.9,273.85,273850,00:04:33:21,00:15.9,15.93,15930,00:00:15:23,1,0,,,,,,,,,,,,0,0,0,,Mild
04:33.9,273.85,273850,00:04:33:21,04:45.9,285.87,285870,00:04:45:21,00:12.0,12.02,12020,00:00:12:00,1,1,,,,,,,,,,,,0,0,1,The robot does not respond to the question asked by the participant and goes on with the exercise,Mild
04:45.9,285.87,285870,00:04:45:21,05:09.1,309.09,309090,00:05:09:02,00:23.2,23.22,23220,00:00:23:05,0,0,,,,,,,,,,,,0,0,0,,
05:09.1,309.09,309090,00:05:09:02,05:20.0,320,320000,00:05:20:00,00:10.9,10.91,10910,00:00:10:22,1,0,,,,,,,,,,,,0,0,0,,Mild
