"Begin Time - hh:mm:ss.ms","Begin Time - ss.msec","Begin Time - msec","Begin Time - PAL","End Time - hh:mm:ss.ms","End Time - ss.msec","End Time - msec","End Time - PAL","Duration - hh:mm:ss.ms","Duration - ss.msec","Duration - msec","Duration - PAL","UserAwkwardness","RobotMistake","UtteranceContent","Gaze","Smile","FacialExpression","Pauses","Laughter","Nod(Yes)","HeadShake(No)","HeadMovement","HandGesture","BodyGesture","RobotInterruption","RobotNonResponding","RobotInappropriateResponse","Other","Severeness"
00:00:00.000,0.0,0,00:00:00:00,00:00:55.890,55.89,55890,00:00:55:22,00:00:55.890,55.89,55890,00:00:55:22,"0","0",,,,,,,,,,,,"0","0","0",,
00:00:55.890,55.89,55890,00:00:55:22,00:01:03.860,63.86,63860,00:01:03:21,00:00:07.970,7.97,7970,00:00:07:24,"0","1",,,,,,,,,,,,"0","1","0",,
00:01:03.860,63.86,63860,00:01:03:21,00:01:36.000,96.0,96000,00:01:36:00,00:00:32.140,32.14,32140,00:00:32:03,"0","0",,,,,,,,,,,,"0","0","0",,
00:01:36.000,96.0,96000,00:01:36:00,00:01:41.760,101.76,101760,00:01:41:19,00:00:05.760,5.76,5760,00:00:05:19,"0","1",,,,,,,,,,,,"0","0","0","Robot speech freezes",
00:01:41.760,101.76,101760,00:01:41:19,00:03:47.600,227.6,227600,00:03:47:15,00:02:05.840,125.84,125840,00:02:05:21,"0","0",,,,,,,,,,,,"0","0","0",,
00:03:47.600,227.6,227600,00:03:47:15,00:03:54.260,234.26,234260,00:03:54:06,00:00:06.660,6.66,6660,00:00:06:16,"0","1",,,,,,,,,,,,"0","1","0",,
00:03:54.260,234.26,234260,00:03:54:06,00:04:16.080,256.08,256080,00:04:16:02,00:00:21.820,21.82,21820,00:00:21:20,"0","0",,,,,,,,,,,,"0","0","0",,
00:04:16.080,256.08,256080,00:04:16:02,00:04:24.000,264.0,264000,00:04:24:00,00:00:07.920,7.92,7920,00:00:07:23,"0","1",,,,,,,,,,,,"0","1","0",,
00:04:24.000,264.0,264000,00:04:24:00,00:05:18.440,318.44,318440,00:05:18:11,00:00:54.440,54.44,54440,00:00:54:11,"0","0",,,,,,,,,,,,"0","0","0",,
00:05:18.440,318.44,318440,00:05:18:11,00:05:26.480,326.48,326480,00:05:26:12,00:00:08.040,8.04,8040,00:00:08:01,"0","1",,,,,,,,,,,,"0","1","0",,
00:05:26.480,326.48,326480,00:05:26:12,00:05:46.060,346.06,346060,00:05:46:01,00:00:19.580,19.58,19580,00:00:19:14,"0","0",,,,,,,,,,,,"0","0","0",,
