Begin Time - hh:mm:ss.ms,Begin Time - ss.msec,Begin Time - msec,Begin Time - PAL,End Time - hh:mm:ss.ms,End Time - ss.msec,End Time - msec,End Time - PAL,Duration - hh:mm:ss.ms,Duration - ss.msec,Duration - msec,Duration - PAL,UserAwkwardness,RobotMistake,UtteranceContent,Gaze,Smile,FacialExpression,Pauses,Laughter,Nod(Yes),HeadShake(No),HeadMovement,HandGesture,BodyGesture,RobotInterruption,RobotNonResponding,RobotInappropriateResponse,Other,Severeness
00:00.0,0,0,00:00:00:00,00:07.0,7.01,7010,00:00:07:00,00:07.0,7.01,7010,00:00:07:00,0,0,,,,,,,,,,,,0,0,0,,
00:07.0,7.01,7010,00:00:07:00,00:20.8,20.83,20830,00:00:20:20,00:13.8,13.82,13820,00:00:13:20,0,1,,,,,,,,,,,,0,1,0,,
00:20.8,20.83,20830,00:00:20:20,00:33.4,33.43,33430,00:00:33:10,00:12.6,12.6,12600,00:00:12:15,0,0,,,,,,,,,,,,0,0,0,,
00:33.4,33.43,33430,00:00:33:10,01:18.9,78.92,78920,00:01:18:23,00:45.5,45.49,45490,00:00:45:12,0,1,,,,,,,,,,,,0,1,0,,
01:18.9,78.92,78920,00:01:18:23,02:00.9,120.89,120890,00:02:00:22,00:42.0,41.97,41970,00:00:41:24,1,1,,,,,,,,,,,,0,1,0,,Severe
02:00.9,120.89,120890,00:02:00:22,02:08.4,128.4,128400,00:02:08:10,00:07.5,7.51,7510,00:00:07:12,1,0,,,,,,,,,,,,0,0,0,,Severe
02:08.4,128.4,128400,00:02:08:10,02:39.5,159.54,159540,00:02:39:13,00:31.1,31.14,31140,00:00:31:03,0,0,,,,,,,,,,,,0,0,0,,
02:39.5,159.54,159540,00:02:39:13,02:41.8,161.79,161790,00:02:41:19,00:02.3,2.25,2250,00:00:02:06,1,0,,,,,,,,,,,,0,0,0,,Mild
02:41.8,161.79,161790,00:02:41:19,02:47.6,167.55,167550,00:02:47:13,00:05.8,5.76,5760,00:00:05:19,0,0,,,,,,,,,,,,0,0,0,,
02:47.6,167.55,167550,00:02:47:13,02:48.6,168.58,168580,00:02:48:14,00:01.0,1.03,1030,00:00:01:00,0,1,,,,,,,,,,,,0,0,0,The robot mispronounces one of the words,
